geo_area,item,year,gpin
Bolivia (Plurinational State of),"Eggs, hen, in shell",1961,10.38
Brazil,"Eggs, hen, in shell",1961,9.58
Canada,"Eggs, hen, in shell",1961,58.4
Chile,"Eggs, hen, in shell",1961,13.46
Colombia,"Eggs, hen, in shell",1961,5.93
Costa Rica,"Eggs, hen, in shell",1961,11.93
Cuba,"Eggs, hen, in shell",1961,24.24
Dominica,"Eggs, hen, in shell",1961,35.57
Dominican Republic,"Eggs, hen, in shell",1961,9.97
Ecuador,"Eggs, hen, in shell",1961,5.48
El Salvador,"Eggs, hen, in shell",1961,19.53
Grenada,"Eggs, hen, in shell",1961,50.25
Guatemala,"Eggs, hen, in shell",1961,9.85
Guyana,"Eggs, hen, in shell",1961,151.09
Haiti,"Eggs, hen, in shell",1961,28.78
Honduras,"Eggs, hen, in shell",1961,17.35
Jamaica,"Eggs, hen, in shell",1961,47.26
Mexico,"Eggs, hen, in shell",1961,5.34
Nicaragua,"Eggs, hen, in shell",1961,23.24
Panama,"Eggs, hen, in shell",1961,15.8
Paraguay,"Eggs, hen, in shell",1961,8.59
Peru,"Eggs, hen, in shell",1961,4.54
Puerto Rico,"Eggs, hen, in shell",1961,75.05
Saint Kitts and Nevis,"Eggs, hen, in shell",1961,57.35
Saint Lucia,"Eggs, hen, in shell",1961,35.05
Saint Vincent and the Grenadines,"Eggs, hen, in shell",1961,29.97
Suriname,"Eggs, hen, in shell",1961,21.14
Trinidad and Tobago,"Eggs, hen, in shell",1961,36.95
United States of America,"Eggs, hen, in shell",1961,62.38
Uruguay,"Eggs, hen, in shell",1961,36.26
Venezuela (Bolivarian Republic of),"Eggs, hen, in shell",1961,17.95
Brazil,"Eggs, other bird, in shell",1961,1.58
Haiti,"Eggs, other bird, in shell",1961,50.2
Paraguay,"Eggs, other bird, in shell",1961,43.74
Argentina,Fibre crops nes,1961,257.25
Brazil,Fibre crops nes,1961,21
Canada,Fibre crops nes,1961,0.41
Chile,Fibre crops nes,1961,16.58
Jamaica,Fibre crops nes,1961,117.32
Argentina,Figs,1961,658.62
Bolivia (Plurinational State of),Figs,1961,78.49
Brazil,Figs,1961,57.38
Chile,Figs,1961,NA
Colombia,Figs,1961,NA
Ecuador,Figs,1961,5520
Mexico,Figs,1961,85.94
Peru,Figs,1961,189.71
United States of America,Figs,1961,192.74
Argentina,Flax fibre and tow,1961,56.82
Chile,Flax fibre and tow,1961,33.43
Antigua and Barbuda,Food,1961,156.42
Argentina,Food,1961,31.47
Bahamas,Food,1961,26.09
Barbados,Food,1961,143.99
Belize,Food,1961,14.2
Bolivia (Plurinational State of),Food,1961,13.86
Brazil,Food,1961,12.24
Canada,Food,1961,30.61
Chile,Food,1961,25.54
Colombia,Food,1961,23.33
Costa Rica,Food,1961,12.28
Cuba,Food,1961,84.57
Dominica,Food,1961,69.61
Dominican Republic,Food,1961,29.98
Ecuador,Food,1961,29.32
El Salvador,Food,1961,27.06
Grenada,Food,1961,36.77
Guatemala,Food,1961,10.56
Guyana,Food,1961,51.23
Haiti,Food,1961,44.37
Honduras,Food,1961,30.42
Jamaica,Food,1961,68.17
Mexico,Food,1961,18.63
Nicaragua,Food,1961,21.31
Panama,Food,1961,35.6
Paraguay,Food,1961,12.45
Peru,Food,1961,19.2
Puerto Rico,Food,1961,211.61
Saint Kitts and Nevis,Food,1961,708.96
Saint Lucia,Food,1961,219.99
Saint Vincent and the Grenadines,Food,1961,69.1
Suriname,Food,1961,27.4
Trinidad and Tobago,Food,1961,119.78
United States of America,Food,1961,41.26
Uruguay,Food,1961,37.62
Venezuela (Bolivarian Republic of),Food,1961,24.4
Colombia,"Fruit, citrus nes",1961,NA
Cuba,"Fruit, citrus nes",1961,41.66
Ecuador,"Fruit, citrus nes",1961,151.82
Grenada,"Fruit, citrus nes",1961,120.63
Guatemala,"Fruit, citrus nes",1961,51.13
Guyana,"Fruit, citrus nes",1961,NA
Honduras,"Fruit, citrus nes",1961,326.94
Mexico,"Fruit, citrus nes",1961,NA
Nicaragua,"Fruit, citrus nes",1961,NA
Peru,"Fruit, citrus nes",1961,NA
Suriname,"Fruit, citrus nes",1961,NA
Trinidad and Tobago,"Fruit, citrus nes",1961,18.33
United States of America,"Fruit, citrus nes",1961,NA
Barbados,"Fruit, fresh nes",1961,NA
Belize,"Fruit, fresh nes",1961,21.01
Bolivia (Plurinational State of),"Fruit, fresh nes",1961,59.48
Chile,"Fruit, fresh nes",1961,21.5
Colombia,"Fruit, fresh nes",1961,4.24
Costa Rica,"Fruit, fresh nes",1961,1.21
Cuba,"Fruit, fresh nes",1961,NA
Dominica,"Fruit, fresh nes",1961,NA
Dominican Republic,"Fruit, fresh nes",1961,9.03
Ecuador,"Fruit, fresh nes",1961,17.15
El Salvador,"Fruit, fresh nes",1961,35.49
Grenada,"Fruit, fresh nes",1961,32.34
Guatemala,"Fruit, fresh nes",1961,30.28
Guyana,"Fruit, fresh nes",1961,NA
Haiti,"Fruit, fresh nes",1961,39.91
Honduras,"Fruit, fresh nes",1961,8.5
Mexico,"Fruit, fresh nes",1961,9.83
Nicaragua,"Fruit, fresh nes",1961,67.24
Paraguay,"Fruit, fresh nes",1961,32.53
Peru,"Fruit, fresh nes",1961,52.21
Puerto Rico,"Fruit, fresh nes",1961,263.83
Saint Lucia,"Fruit, fresh nes",1961,11.9
Saint Vincent and the Grenadines,"Fruit, fresh nes",1961,NA
Trinidad and Tobago,"Fruit, fresh nes",1961,33.15
United States of America,"Fruit, fresh nes",1961,1176.92
Uruguay,"Fruit, fresh nes",1961,20.77
Venezuela (Bolivarian Republic of),"Fruit, fresh nes",1961,34.25
Antigua and Barbuda,"Fruit, tropical fresh nes",1961,87.12
Bahamas,"Fruit, tropical fresh nes",1961,48.5
Barbados,"Fruit, tropical fresh nes",1961,56.88
Brazil,"Fruit, tropical fresh nes",1961,7.69
Colombia,"Fruit, tropical fresh nes",1961,NA
Costa Rica,"Fruit, tropical fresh nes",1961,NA
Cuba,"Fruit, tropical fresh nes",1961,494.08
Dominican Republic,"Fruit, tropical fresh nes",1961,NA
Ecuador,"Fruit, tropical fresh nes",1961,NA
Grenada,"Fruit, tropical fresh nes",1961,NA
Guyana,"Fruit, tropical fresh nes",1961,8.64
Haiti,"Fruit, tropical fresh nes",1961,NA
Jamaica,"Fruit, tropical fresh nes",1961,233.24
Mexico,"Fruit, tropical fresh nes",1961,25.09
Paraguay,"Fruit, tropical fresh nes",1961,49.56
Peru,"Fruit, tropical fresh nes",1961,NA
Saint Kitts and Nevis,"Fruit, tropical fresh nes",1961,67.33
Saint Lucia,"Fruit, tropical fresh nes",1961,44.46
Suriname,"Fruit, tropical fresh nes",1961,NA
Venezuela (Bolivarian Republic of),"Fruit, tropical fresh nes",1961,5.99
Argentina,Garlic,1961,21.64
Bolivia (Plurinational State of),Garlic,1961,23.32
Brazil,Garlic,1961,23.87
Canada,Garlic,1961,NA
Chile,Garlic,1961,70.19
Colombia,Garlic,1961,NA
Cuba,Garlic,1961,4.32
Dominican Republic,Garlic,1961,105.06
Ecuador,Garlic,1961,236.96
Guatemala,Garlic,1961,11.56
Haiti,Garlic,1961,10.79
Honduras,Garlic,1961,98.03
Mexico,Garlic,1961,22.51
Paraguay,Garlic,1961,145.9
Peru,Garlic,1961,7.8
United States of America,Garlic,1961,6.93
Uruguay,Garlic,1961,265.85
Venezuela (Bolivarian Republic of),Garlic,1961,11.86
Costa Rica,Ginger,1961,NA
Dominica,Ginger,1961,49.59
Dominican Republic,Ginger,1961,186.87
Grenada,Ginger,1961,NA
Guyana,Ginger,1961,NA
Jamaica,Ginger,1961,62.96
Mexico,Ginger,1961,NA
Peru,Ginger,1961,NA
Puerto Rico,Ginger,1961,NA
Saint Lucia,Ginger,1961,NA
Trinidad and Tobago,Ginger,1961,NA
United States of America,Ginger,1961,NA
Canada,"Grain, mixed",1961,773.8
Argentina,Grapefruit (inc. pomelos),1961,33.02
Bahamas,Grapefruit (inc. pomelos),1961,NA
Belize,Grapefruit (inc. pomelos),1961,46.03
Bolivia (Plurinational State of),Grapefruit (inc. pomelos),1961,NA
Brazil,Grapefruit (inc. pomelos),1961,28.48
Chile,Grapefruit (inc. pomelos),1961,NA
Costa Rica,Grapefruit (inc. pomelos),1961,NA
Cuba,Grapefruit (inc. pomelos),1961,13.64
Dominica,Grapefruit (inc. pomelos),1961,45.15
Dominican Republic,Grapefruit (inc. pomelos),1961,9.64
Ecuador,Grapefruit (inc. pomelos),1961,21.37
Grenada,Grapefruit (inc. pomelos),1961,58.75
Guyana,Grapefruit (inc. pomelos),1961,NA
Haiti,Grapefruit (inc. pomelos),1961,24.5
Honduras,Grapefruit (inc. pomelos),1961,NA
Jamaica,Grapefruit (inc. pomelos),1961,104.72
Mexico,Grapefruit (inc. pomelos),1961,1.55
Paraguay,Grapefruit (inc. pomelos),1961,14.85
Peru,Grapefruit (inc. pomelos),1961,79.59
Puerto Rico,Grapefruit (inc. pomelos),1961,165.34
Saint Lucia,Grapefruit (inc. pomelos),1961,11.28
Saint Vincent and the Grenadines,Grapefruit (inc. pomelos),1961,78.12
Suriname,Grapefruit (inc. pomelos),1961,66.82
Trinidad and Tobago,Grapefruit (inc. pomelos),1961,2555.23
United States of America,Grapefruit (inc. pomelos),1961,193.1
Uruguay,Grapefruit (inc. pomelos),1961,85.76
Venezuela (Bolivarian Republic of),Grapefruit (inc. pomelos),1961,NA
Argentina,Grapes,1961,95.78
Bolivia (Plurinational State of),Grapes,1961,43.81
Brazil,Grapes,1961,33.28
Canada,Grapes,1961,43.33
Chile,Grapes,1961,32.59
Colombia,Grapes,1961,17.17
Cuba,Grapes,1961,NA
Ecuador,Grapes,1961,50.49
Guatemala,Grapes,1961,2.63
Honduras,Grapes,1961,NA
Mexico,Grapes,1961,20.93
Paraguay,Grapes,1961,416.09
Peru,Grapes,1961,9.44
United States of America,Grapes,1961,41.98
Uruguay,Grapes,1961,117.89
Venezuela (Bolivarian Republic of),Grapes,1961,NA
Argentina,"Groundnuts, with shell",1961,26.53
Barbados,"Groundnuts, with shell",1961,NA
Belize,"Groundnuts, with shell",1961,NA
Bolivia (Plurinational State of),"Groundnuts, with shell",1961,22.22
Brazil,"Groundnuts, with shell",1961,119.83
Colombia,"Groundnuts, with shell",1961,19.46
Costa Rica,"Groundnuts, with shell",1961,NA
Cuba,"Groundnuts, with shell",1961,296.31
Dominican Republic,"Groundnuts, with shell",1961,797.13
Ecuador,"Groundnuts, with shell",1961,48.18
Guatemala,"Groundnuts, with shell",1961,4.81
Guyana,"Groundnuts, with shell",1961,0.79
Haiti,"Groundnuts, with shell",1961,7.27
Honduras,"Groundnuts, with shell",1961,29.15
Jamaica,"Groundnuts, with shell",1961,15.5
Mexico,"Groundnuts, with shell",1961,93.89
Nicaragua,"Groundnuts, with shell",1961,0.06
Paraguay,"Groundnuts, with shell",1961,34.52
Peru,"Groundnuts, with shell",1961,32.68
Saint Kitts and Nevis,"Groundnuts, with shell",1961,72.58
Saint Vincent and the Grenadines,"Groundnuts, with shell",1961,79.58
Suriname,"Groundnuts, with shell",1961,1703.85
United States of America,"Groundnuts, with shell",1961,29.29
Uruguay,"Groundnuts, with shell",1961,394.68
Venezuela (Bolivarian Republic of),"Groundnuts, with shell",1961,27.72
Chile,"Hazelnuts, with shell",1961,NA
United States of America,"Hazelnuts, with shell",1961,31.78
Chile,Hemp tow waste,1961,89.78
Chile,Hempseed,1961,203.53
Argentina,"Honey, natural",1961,30.5
Belize,"Honey, natural",1961,424.53
Bolivia (Plurinational State of),"Honey, natural",1961,153.78
Brazil,"Honey, natural",1961,20.04
Canada,"Honey, natural",1961,17.52
Chile,"Honey, natural",1961,57.4
Colombia,"Honey, natural",1961,41.82
Costa Rica,"Honey, natural",1961,45.59
Cuba,"Honey, natural",1961,60.49
Dominican Republic,"Honey, natural",1961,47.35
Ecuador,"Honey, natural",1961,37.18
El Salvador,"Honey, natural",1961,43.47
Guatemala,"Honey, natural",1961,59.85
Guyana,"Honey, natural",1961,60
Haiti,"Honey, natural",1961,107.72
Honduras,"Honey, natural",1961,125
Jamaica,"Honey, natural",1961,119.14
Mexico,"Honey, natural",1961,40.48
Nicaragua,"Honey, natural",1961,6.3
Paraguay,"Honey, natural",1961,25.63
Peru,"Honey, natural",1961,NA
Puerto Rico,"Honey, natural",1961,NA
Suriname,"Honey, natural",1961,106.93
Trinidad and Tobago,"Honey, natural",1961,355.26
United States of America,"Honey, natural",1961,165.53
Uruguay,"Honey, natural",1961,2.46
Venezuela (Bolivarian Republic of),"Honey, natural",1961,143.2
Argentina,Hops,1961,32.33
United States of America,Hops,1961,44.88
Brazil,Jute,1961,6273.07
El Salvador,Jute,1961,NA
Peru,Jute,1961,281.62
Canada,Kiwi fruit,1961,NA
Chile,Kiwi fruit,1961,NA
United States of America,Kiwi fruit,1961,NA
Canada,"Leeks, other alliaceous vegetables",1961,NA
Costa Rica,"Leeks, other alliaceous vegetables",1961,NA
Mexico,"Leeks, other alliaceous vegetables",1961,NA
Peru,"Leeks, other alliaceous vegetables",1961,NA
Trinidad and Tobago,"Leeks, other alliaceous vegetables",1961,NA
Antigua and Barbuda,Lemons and limes,1961,NA
Argentina,Lemons and limes,1961,6.19
Bahamas,Lemons and limes,1961,9.66
Bolivia (Plurinational State of),Lemons and limes,1961,43.62
Brazil,Lemons and limes,1961,4.97
Chile,Lemons and limes,1961,14.24
Colombia,Lemons and limes,1961,NA
Costa Rica,Lemons and limes,1961,NA
Cuba,Lemons and limes,1961,93.6
Dominica,Lemons and limes,1961,669.31
Dominican Republic,Lemons and limes,1961,26.63
Ecuador,Lemons and limes,1961,111.19
El Salvador,Lemons and limes,1961,82.76
Grenada,Lemons and limes,1961,237.83
Guatemala,Lemons and limes,1961,NA
Guyana,Lemons and limes,1961,NA
Haiti,Lemons and limes,1961,49.38
Honduras,Lemons and limes,1961,NA
Jamaica,Lemons and limes,1961,39.84
Mexico,Lemons and limes,1961,5.27
Paraguay,Lemons and limes,1961,108.65
Peru,Lemons and limes,1961,19.66
Puerto Rico,Lemons and limes,1961,937.5
Saint Lucia,Lemons and limes,1961,50.05
Saint Vincent and the Grenadines,Lemons and limes,1961,53.25
Suriname,Lemons and limes,1961,99.88
Trinidad and Tobago,Lemons and limes,1961,47.83
United States of America,Lemons and limes,1961,63.48
Uruguay,Lemons and limes,1961,17.47
Venezuela (Bolivarian Republic of),Lemons and limes,1961,NA
Argentina,Lentils,1961,16.33
Canada,Lentils,1961,NA
Chile,Lentils,1961,2693.63
Colombia,Lentils,1961,642.75
Ecuador,Lentils,1961,218.47
Mexico,Lentils,1961,74.54
Peru,Lentils,1961,68.21
United States of America,Lentils,1961,3.12
Bahamas,Lettuce and chicory,1961,NA
Barbados,Lettuce and chicory,1961,NA
Bolivia (Plurinational State of),Lettuce and chicory,1961,41.48
Canada,Lettuce and chicory,1961,28.33
Chile,Lettuce and chicory,1961,15.48
Colombia,Lettuce and chicory,1961,11.97
Costa Rica,Lettuce and chicory,1961,NA
Dominica,Lettuce and chicory,1961,NA
Dominican Republic,Lettuce and chicory,1961,74.42
Ecuador,Lettuce and chicory,1961,71.33
Grenada,Lettuce and chicory,1961,NA
Guatemala,Lettuce and chicory,1961,6.28
Haiti,Lettuce and chicory,1961,35.11
Honduras,Lettuce and chicory,1961,NA
Jamaica,Lettuce and chicory,1961,8.84
Mexico,Lettuce and chicory,1961,1.9
Panama,Lettuce and chicory,1961,34.75
Peru,Lettuce and chicory,1961,19.61
Puerto Rico,Lettuce and chicory,1961,NA
Saint Lucia,Lettuce and chicory,1961,NA
Trinidad and Tobago,Lettuce and chicory,1961,1.93
United States of America,Lettuce and chicory,1961,42.21
Venezuela (Bolivarian Republic of),Lettuce and chicory,1961,9.77
Argentina,Linseed,1961,4170.53
Bolivia (Plurinational State of),Linseed,1961,NA
Brazil,Linseed,1961,277.18
Canada,Linseed,1961,46.6
Chile,Linseed,1961,459.07
Ecuador,Linseed,1961,NA
Mexico,Linseed,1961,561225
Peru,Linseed,1961,NA
United States of America,Linseed,1961,258.51
Uruguay,Linseed,1961,1414.72
Antigua and Barbuda,Livestock,1961,102.86
Argentina,Livestock,1961,59.2
Bahamas,Livestock,1961,27.49
Barbados,Livestock,1961,23.48
Belize,Livestock,1961,11.19
Bolivia (Plurinational State of),Livestock,1961,14.24
Brazil,Livestock,1961,11
Canada,Livestock,1961,56.59
Chile,Livestock,1961,24.42
Colombia,Livestock,1961,23.58
Costa Rica,Livestock,1961,16.97
Cuba,Livestock,1961,69.92
Dominica,Livestock,1961,30.34
Dominican Republic,Livestock,1961,16.58
Ecuador,Livestock,1961,15.02
El Salvador,Livestock,1961,29.68
Grenada,Livestock,1961,69.86
Guatemala,Livestock,1961,16.36
Guyana,Livestock,1961,28.52
Haiti,Livestock,1961,35.78
Honduras,Livestock,1961,19.72
Jamaica,Livestock,1961,25.36
Mexico,Livestock,1961,18.6
Nicaragua,Livestock,1961,23.38
Panama,Livestock,1961,15.35
Paraguay,Livestock,1961,25.8
Peru,Livestock,1961,18.22
Puerto Rico,Livestock,1961,81.29
Saint Kitts and Nevis,Livestock,1961,203.51
Saint Lucia,Livestock,1961,47.82
Saint Vincent and the Grenadines,Livestock,1961,55.48
Suriname,Livestock,1961,38.79
Trinidad and Tobago,Livestock,1961,21.16
United States of America,Livestock,1961,51.38
Uruguay,Livestock,1961,58.33
Venezuela (Bolivarian Republic of),Livestock,1961,18.9
Argentina,Lupins,1961,183.67
Chile,Lupins,1961,NA
Ecuador,Lupins,1961,145.56
Peru,Lupins,1961,10.33
Antigua and Barbuda,Maize,1961,NA
Argentina,Maize,1961,13.64
Bahamas,Maize,1961,15.77
Barbados,Maize,1961,718.39
Belize,Maize,1961,6.23
Bolivia (Plurinational State of),Maize,1961,25.47
Brazil,Maize,1961,11.82
Canada,Maize,1961,5.68
Chile,Maize,1961,12.53
Colombia,Maize,1961,49.74
Costa Rica,Maize,1961,555.34
Cuba,Maize,1961,24.33
Dominica,Maize,1961,68.18
Dominican Republic,Maize,1961,134.92
Ecuador,Maize,1961,9.91
El Salvador,Maize,1961,21.56
Grenada,Maize,1961,147.19
Guatemala,Maize,1961,27.91
Guyana,Maize,1961,32.5
Haiti,Maize,1961,79.83
Honduras,Maize,1961,42.78
Jamaica,Maize,1961,148.64
Mexico,Maize,1961,24.59
Nicaragua,Maize,1961,39.59
Panama,Maize,1961,59.83
Paraguay,Maize,1961,2.47
Peru,Maize,1961,21.32
Puerto Rico,Maize,1961,94262.5
Saint Vincent and the Grenadines,Maize,1961,48.04
Suriname,Maize,1961,1424.42
Trinidad and Tobago,Maize,1961,66.13
United States of America,Maize,1961,24.5
Uruguay,Maize,1961,43.85
Venezuela (Bolivarian Republic of),Maize,1961,23.79
Barbados,"Maize, green",1961,NA
Bolivia (Plurinational State of),"Maize, green",1961,223.98
Canada,"Maize, green",1961,76.62
Chile,"Maize, green",1961,96.44
El Salvador,"Maize, green",1961,NA
Jamaica,"Maize, green",1961,36.59
Mexico,"Maize, green",1961,NA
Peru,"Maize, green",1961,22.53
Puerto Rico,"Maize, green",1961,NA
Trinidad and Tobago,"Maize, green",1961,NA
United States of America,"Maize, green",1961,63.26
Uruguay,"Maize, green",1961,183.77
Antigua and Barbuda,"Mangoes, mangosteens, guavas",1961,NA
Argentina,"Mangoes, mangosteens, guavas",1961,92.66
Bahamas,"Mangoes, mangosteens, guavas",1961,NA
Belize,"Mangoes, mangosteens, guavas",1961,NA
Bolivia (Plurinational State of),"Mangoes, mangosteens, guavas",1961,10.52
Brazil,"Mangoes, mangosteens, guavas",1961,44.47
Colombia,"Mangoes, mangosteens, guavas",1961,4.03
Costa Rica,"Mangoes, mangosteens, guavas",1961,NA
Cuba,"Mangoes, mangosteens, guavas",1961,3.76
Dominica,"Mangoes, mangosteens, guavas",1961,87.53
Dominican Republic,"Mangoes, mangosteens, guavas",1961,478.95
Ecuador,"Mangoes, mangosteens, guavas",1961,14.4
El Salvador,"Mangoes, mangosteens, guavas",1961,90.82
Grenada,"Mangoes, mangosteens, guavas",1961,81.65
Guatemala,"Mangoes, mangosteens, guavas",1961,NA
Guyana,"Mangoes, mangosteens, guavas",1961,21.41
Haiti,"Mangoes, mangosteens, guavas",1961,28.05
Honduras,"Mangoes, mangosteens, guavas",1961,1662.51
Jamaica,"Mangoes, mangosteens, guavas",1961,125.76
Mexico,"Mangoes, mangosteens, guavas",1961,8.75
Panama,"Mangoes, mangosteens, guavas",1961,290.58
Paraguay,"Mangoes, mangosteens, guavas",1961,80.49
Peru,"Mangoes, mangosteens, guavas",1961,10.84
Puerto Rico,"Mangoes, mangosteens, guavas",1961,90.37
Saint Lucia,"Mangoes, mangosteens, guavas",1961,8395.06
Saint Vincent and the Grenadines,"Mangoes, mangosteens, guavas",1961,62.72
Suriname,"Mangoes, mangosteens, guavas",1961,NA
Trinidad and Tobago,"Mangoes, mangosteens, guavas",1961,21.73
United States of America,"Mangoes, mangosteens, guavas",1961,NA
Venezuela (Bolivarian Republic of),"Mangoes, mangosteens, guavas",1961,50.33
Costa Rica,Manila fibre (abaca),1961,42.39
Ecuador,Manila fibre (abaca),1961,0.32
Argentina,MatÈ,1961,47.34
Brazil,MatÈ,1961,21.51
Paraguay,MatÈ,1961,16.09
Argentina,"Meat indigenous, ass",1961,NA
Colombia,"Meat indigenous, buffalo",1961,NA
Antigua and Barbuda,"Meat indigenous, cattle",1961,169.34
Argentina,"Meat indigenous, cattle",1961,81.31
Bahamas,"Meat indigenous, cattle",1961,647.24
Barbados,"Meat indigenous, cattle",1961,343.43
Belize,"Meat indigenous, cattle",1961,24.3
Bolivia (Plurinational State of),"Meat indigenous, cattle",1961,15.86
Brazil,"Meat indigenous, cattle",1961,14.41
Canada,"Meat indigenous, cattle",1961,69.81
Chile,"Meat indigenous, cattle",1961,44.86
Colombia,"Meat indigenous, cattle",1961,41.64
Costa Rica,"Meat indigenous, cattle",1961,40.49
Cuba,"Meat indigenous, cattle",1961,179.59
Dominica,"Meat indigenous, cattle",1961,44.54
Dominican Republic,"Meat indigenous, cattle",1961,29.82
Ecuador,"Meat indigenous, cattle",1961,16.8
El Salvador,"Meat indigenous, cattle",1961,110.17
Grenada,"Meat indigenous, cattle",1961,216.77
Guatemala,"Meat indigenous, cattle",1961,19.16
Guyana,"Meat indigenous, cattle",1961,140.67
Haiti,"Meat indigenous, cattle",1961,29.08
Honduras,"Meat indigenous, cattle",1961,38.49
Jamaica,"Meat indigenous, cattle",1961,167.98
Mexico,"Meat indigenous, cattle",1961,24.84
Nicaragua,"Meat indigenous, cattle",1961,25.17
Panama,"Meat indigenous, cattle",1961,27.66
Paraguay,"Meat indigenous, cattle",1961,26.79
Peru,"Meat indigenous, cattle",1961,32.36
Puerto Rico,"Meat indigenous, cattle",1961,194.31
Saint Kitts and Nevis,"Meat indigenous, cattle",1961,334.73
Saint Lucia,"Meat indigenous, cattle",1961,64.4
Saint Vincent and the Grenadines,"Meat indigenous, cattle",1961,95.42
Suriname,"Meat indigenous, cattle",1961,39.84
