Hours Since Dec 1 2017,Rented Bike Count,Temperature(degC),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(degC),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
323,247,-6.1,38,1,1587,-18.1,0.52,0,0,Winter,No Holiday,Yes
324,278,-4.9,34,1.3,1768,-18.3,0.6,0,0,Winter,No Holiday,Yes
325,282,-3.8,32,0.9,1827,-18.1,0.52,0,0,Winter,No Holiday,Yes
326,294,-2.7,28,0.7,1857,-18.7,0.65,0,0,Winter,No Holiday,Yes
327,301,-2.5,29,1.1,1667,-18.1,0.48,0,0,Winter,No Holiday,Yes
328,335,-2.4,28,0.9,1878,-18.4,0.35,0,0,Winter,No Holiday,Yes
329,382,-2.9,31,0.6,1723,-17.7,0.09,0,0,Winter,No Holiday,Yes
330,612,-3.5,35,1.1,1414,-16.7,0,0,0,Winter,No Holiday,Yes
331,410,-4.2,40,0.9,1216,-15.8,0,0,0,Winter,No Holiday,Yes
332,277,-4.8,43,1.1,1397,-15.4,0,0,0,Winter,No Holiday,Yes
333,316,-4.8,45,0.8,1351,-14.9,0,0,0,Winter,No Holiday,Yes
334,309,-4.9,44,1.1,1369,-15.3,0,0,0,Winter,No Holiday,Yes
335,211,-5.6,53,1.2,1290,-13.6,0,0,0,Winter,No Holiday,Yes
336,227,-5.7,53,0.6,1262,-13.7,0,0,0,Winter,No Holiday,Yes
337,241,-6.3,57,0.4,1148,-13.4,0,0,0,Winter,No Holiday,Yes
338,162,-6.8,58,0.4,1089,-13.6,0,0,0,Winter,No Holiday,Yes
339,110,-6.9,56,0.5,1111,-14.2,0,0,0,Winter,No Holiday,Yes
340,69,-7.1,59,0.8,1058,-13.7,0,0,0,Winter,No Holiday,Yes
341,68,-7.5,64,0.9,989,-13.1,0,0,0,Winter,No Holiday,Yes
342,129,-7.4,64,0.7,906,-13,0,0,0,Winter,No Holiday,Yes
343,285,-7,63,0.6,865,-12.8,0,0,0,Winter,No Holiday,Yes
344,658,-6.6,64,1.1,791,-12.2,0,0,0,Winter,No Holiday,Yes
345,330,-5.9,60,0.6,691,-12.4,0.09,0,0,Winter,No Holiday,Yes
346,221,-4.6,52,0.8,648,-12.9,0.34,0,0,Winter,No Holiday,Yes
347,279,-2.9,46,1,809,-12.9,0.42,0,0,Winter,No Holiday,Yes
348,309,-2.5,43,0.7,895,-13.3,0.34,0,0,Winter,No Holiday,Yes
349,325,-1.6,40,0.3,868,-13.4,0.32,0,0,Winter,No Holiday,Yes
350,329,-0.7,39,0.8,826,-12.9,0.35,0,0,Winter,No Holiday,Yes
351,342,0.1,35,1.5,946,-13.5,0.42,0,0,Winter,No Holiday,Yes
352,354,0,37,0.6,994,-12.9,0.13,0,0,Winter,No Holiday,Yes
353,464,-0.2,39,0.8,1016,-12.5,0,0,0,Winter,No Holiday,Yes
354,682,0.1,43,0.9,1485,-11,0,0,0,Winter,No Holiday,Yes
355,451,0.6,41,1.2,1550,-11.1,0,0,0,Winter,No Holiday,Yes
356,320,0.9,42,1.2,1113,-10.5,0,0,0,Winter,No Holiday,Yes
357,300,0.7,47,2.7,1283,-9.3,0,0,0,Winter,No Holiday,Yes
358,296,-0.1,49,2,870,-9.5,0,0,0,Winter,No Holiday,Yes
359,247,-1.3,60,2.5,792,-8,0,0,0,Winter,No Holiday,Yes
360,217,-2.6,73,3.4,787,-6.7,0,0,0,Winter,No Holiday,Yes
361,302,-3.4,76,2.9,582,-7,0,0,0,Winter,No Holiday,Yes
362,228,-4.1,73,2.1,567,-8.2,0,0,0,Winter,No Holiday,Yes
363,129,-4.5,71,1.6,651,-8.9,0,0,0,Winter,No Holiday,Yes
364,80,-5,70,2.7,702,-9.6,0,0,0,Winter,No Holiday,Yes
365,45,-5.6,72,2,662,-9.8,0,0,0,Winter,No Holiday,Yes
366,66,-6.1,69,2.9,765,-10.8,0,0,0,Winter,No Holiday,Yes
367,90,-6.7,64,2.1,977,-12.3,0,0,0,Winter,No Holiday,Yes
368,190,-7.3,62,2.6,1112,-13.3,0,0,0,Winter,No Holiday,Yes
369,195,-7.2,47,2.8,1724,-16.6,0.18,0,0,Winter,No Holiday,Yes
370,201,-6.2,42,2.3,1893,-17,0.52,0,0,Winter,No Holiday,Yes
371,239,-5.2,30,4,1991,-20.1,0.86,0,0,Winter,No Holiday,Yes
372,252,-4.1,28,3.8,1998,-19.9,1.08,0,0,Winter,No Holiday,Yes
373,296,-3.7,23,4,1980,-21.8,1.12,0,0,Winter,No Holiday,Yes
374,292,-3.4,22,4.3,1966,-22.1,1.07,0,0,Winter,No Holiday,Yes
375,291,-3.3,22,5,2000,-22,0.86,0,0,Winter,No Holiday,Yes
376,258,-3.3,24,3.5,2000,-21,0.54,0,0,Winter,No Holiday,Yes
377,277,-4.6,26,2.6,2000,-21.2,0.17,0,0,Winter,No Holiday,Yes
378,212,-5.3,28,3.5,2000,-21,0,0,0,Winter,No Holiday,Yes
379,173,-6,32,2.4,2000,-20,0,0,0,Winter,No Holiday,Yes
380,143,-6.6,37,3.4,2000,-18.9,0,0,0,Winter,No Holiday,Yes
381,159,-7.1,39,3.2,2000,-18.7,0,0,0,Winter,No Holiday,Yes
382,155,-7.6,41,1.6,2000,-18.6,0,0,0,Winter,No Holiday,Yes
383,142,-8,41,2.2,2000,-18.9,0,0,0,Winter,No Holiday,Yes
384,175,-8.1,41,2,2000,-19,0,0,0,Winter,No Holiday,Yes
385,146,-8.4,40,1.6,2000,-19.6,0,0,0,Winter,No Holiday,Yes
386,132,-8.7,40,2.8,2000,-19.8,0,0,0,Winter,No Holiday,Yes
387,100,-9,40,3.1,2000,-20.1,0,0,0,Winter,No Holiday,Yes
388,41,-9.5,40,1.9,2000,-20.6,0,0,0,Winter,No Holiday,Yes
389,31,-9.7,41,3.1,2000,-20.5,0,0,0,Winter,No Holiday,Yes
390,39,-9.9,42,2.3,2000,-20.4,0,0,0,Winter,No Holiday,Yes
391,53,-10.2,42,2.3,2000,-20.6,0,0,0,Winter,No Holiday,Yes
392,94,-10.7,43,0.9,2000,-20.8,0,0,0,Winter,No Holiday,Yes
393,122,-10.5,38,1.1,1950,-22.1,0.19,0,0,Winter,No Holiday,Yes
394,142,-8.5,31,1.5,1997,-22.6,0.58,0,0,Winter,No Holiday,Yes
395,189,-7.2,29,1.8,1926,-22.2,0.88,0,0,Winter,No Holiday,Yes
396,216,-4.9,25,2.6,1966,-21.9,1.08,0,0,Winter,No Holiday,Yes
397,223,-4.5,25,3.2,1989,-21.6,1.14,0,0,Winter,No Holiday,Yes
398,268,-3.2,26,3.1,1933,-20,1.07,0,0,Winter,No Holiday,Yes
399,278,-2.5,28,2,2000,-18.5,0.85,0,0,Winter,No Holiday,Yes
400,256,-2.7,31,2.3,2000,-17.5,0.54,0,0,Winter,No Holiday,Yes
401,266,-3.8,35,2.4,2000,-17,0.17,0,0,Winter,No Holiday,Yes
402,204,-4.7,37,1.8,2000,-17.2,0.01,0,0,Winter,No Holiday,Yes
403,157,-5.6,39,1.1,2000,-17.3,0,0,0,Winter,No Holiday,Yes
404,166,-6,42,0.8,2000,-16.8,0,0,0,Winter,No Holiday,Yes
405,168,-6.5,45,0.7,2000,-16.4,0,0,0,Winter,No Holiday,Yes
406,172,-6.6,50,0.6,1990,-15.3,0,0,0,Winter,No Holiday,Yes
407,138,-6.9,53,0.7,2000,-14.8,0,0,0,Winter,No Holiday,Yes
408,151,-5.9,50,0.6,2000,-14.6,0,0,0,Winter,No Holiday,Yes
409,97,-5.3,48,0.4,1664,-14.6,0,0,0,Winter,No Holiday,Yes
410,38,-5,65,0.4,990,-10.5,0,0,0.2,Winter,No Holiday,Yes
411,32,-5.3,76,1,767,-8.8,0,0.3,0.5,Winter,No Holiday,Yes
412,29,-5.4,81,0.7,270,-8.1,0,0,0.7,Winter,No Holiday,Yes
413,27,-5.3,81,0.9,923,-8,0,0,0.8,Winter,No Holiday,Yes
414,45,-5.2,85,0.9,271,-7.3,0,0.4,1.3,Winter,No Holiday,Yes
415,96,-5,85,0.7,186,-7.1,0,0,1.8,Winter,No Holiday,Yes
416,146,-4.6,86,1.2,508,-6.5,0,0,2,Winter,No Holiday,Yes
417,52,-4.3,89,1,59,-5.8,0,1.6,4,Winter,No Holiday,Yes
418,36,-3.7,87,1,541,-5.5,0.03,0,4.8,Winter,No Holiday,Yes
419,44,-2.9,85,1.2,243,-5,0.06,0,4.8,Winter,No Holiday,Yes
420,62,-1.8,83,1.2,351,-4.3,0.09,1.1,5.1,Winter,No Holiday,Yes
421,76,-0.9,84,1.2,333,-3.2,0.09,0,5,Winter,No Holiday,Yes
422,116,0.5,76,0.9,364,-3.2,0.17,0,4.2,Winter,No Holiday,Yes
423,137,1.6,73,0.9,421,-2.7,0.6,0,3.2,Winter,No Holiday,Yes
424,181,1.8,76,0.8,410,-1.9,0.47,0,2.7,Winter,No Holiday,Yes
425,175,0.4,84,0.8,317,-1.9,0.15,0,2.7,Winter,No Holiday,Yes
426,281,0,88,0.6,277,-1.7,0,0,2.7,Winter,No Holiday,Yes
427,198,1.3,65,1.1,1122,-4.5,0,0,2.7,Winter,No Holiday,Yes
428,165,3.3,65,3.2,1172,-2.6,0,0,2.7,Winter,No Holiday,Yes
429,148,2.8,73,2.4,831,-1.5,0,0,2.6,Winter,No Holiday,Yes
430,160,1.5,82,2.4,537,-1.2,0,0,2.6,Winter,No Holiday,Yes
431,128,0.1,81,2.9,551,-2.7,0,0,2.6,Winter,No Holiday,Yes
432,122,-1,73,2.3,881,-5.2,0,0,2.6,Winter,No Holiday,Yes
433,122,-2,72,0.8,979,-6.3,0,0,2.6,Winter,No Holiday,Yes
434,93,-2.7,72,0.9,990,-7,0,0,2.6,Winter,No Holiday,Yes
435,55,-2.8,58,1.6,1315,-9.9,0,0,2.6,Winter,No Holiday,Yes
436,39,-2.9,59,1.8,1286,-9.8,0,0,2.6,Winter,No Holiday,Yes
437,55,-3.9,66,0.7,1209,-9.3,0,0,2.6,Winter,No Holiday,Yes
438,78,-4.3,70,1.6,1169,-8.9,0,0,2.6,Winter,No Holiday,Yes
439,165,-4.4,64,2.8,1367,-10.1,0,0,2.6,Winter,No Holiday,Yes
440,390,-5.2,58,2.2,1594,-12.1,0,0,2.5,Winter,No Holiday,Yes
441,199,-5.3,48,2.6,1810,-14.6,0.18,0,2.5,Winter,No Holiday,Yes
442,151,-4.6,41,2.8,1815,-15.8,0.57,0,2.5,Winter,No Holiday,Yes
443,174,-3.5,35,2.2,1742,-16.7,0.87,0,2.5,Winter,No Holiday,Yes
444,191,-2.5,31,2.6,1778,-17.3,1.08,0,2.3,Winter,No Holiday,Yes
445,189,-2.2,25,3.2,1970,-19.6,1.17,0,2.2,Winter,No Holiday,Yes
446,178,-2.2,23,3.7,1971,-20.5,1.09,0,2.2,Winter,No Holiday,Yes
447,195,-1.3,26,3,2000,-18.3,0.91,0,2.1,Winter,No Holiday,Yes
448,211,-1.8,31,3.1,1993,-16.7,0.56,0,2,Winter,No Holiday,Yes
449,256,-2.7,35,1.8,2000,-16,0.18,0,2,Winter,No Holiday,Yes
450,384,-3.8,42,3.3,2000,-14.8,0,0,2,Winter,No Holiday,Yes
451,276,-4.5,51,2,2000,-13.1,0,0,2,Winter,No Holiday,Yes
452,225,-4.9,55,2,2000,-12.5,0,0,2,Winter,No Holiday,Yes
453,224,-5,57,1.9,2000,-12.2,0,0,2,Winter,No Holiday,Yes
454,213,-5.5,56,1.5,2000,-12.9,0,0,2,Winter,No Holiday,Yes
455,149,-5.8,57,1.7,2000,-12.9,0,0,2,Winter,No Holiday,Yes
456,142,-6.5,63,1.5,1666,-12.3,0,0,2,Winter,No Holiday,Yes
457,172,-7.3,67,1.1,1593,-12.3,0,0,2,Winter,No Holiday,Yes
458,108,-7.8,68,0.9,1642,-12.6,0,0,2,Winter,No Holiday,Yes
459,71,-8.1,70,1.3,1557,-12.6,0,0,2,Winter,No Holiday,Yes
460,38,-8.5,73,1,1723,-12.4,0,0,2,Winter,No Holiday,Yes
461,56,-8.3,67,0.9,1566,-13.3,0,0,2,Winter,No Holiday,Yes
462,97,-8.2,66,0.9,1718,-13.4,0,0,2,Winter,No Holiday,Yes
463,213,-8.1,67,0.9,1737,-13.1,0,0,2,Winter,No Holiday,Yes
464,466,-7.8,65,1.1,1738,-13.2,0,0,2,Winter,No Holiday,Yes
465,239,-6.7,62,1.1,1749,-12.7,0.09,0,2,Winter,No Holiday,Yes
466,162,-5.4,56,1.1,1751,-12.8,0.28,0,2,Winter,No Holiday,Yes
467,204,-4.2,51,1.1,1772,-12.8,0.4,0,1.9,Winter,No Holiday,Yes
468,209,-3.2,49,1.3,1723,-12.4,0.53,0,1.9,Winter,No Holiday,Yes
469,228,-1.3,43,1,1777,-12.3,0.8,0,1.7,Winter,No Holiday,Yes
470,243,-0.5,44,1,1793,-11.2,0.71,0,1.7,Winter,No Holiday,Yes
471,240,-0.2,45,1,1852,-10.7,0.41,0,1.6,Winter,No Holiday,Yes
472,225,-0.5,48,1.1,1722,-10.1,0.12,0,1.6,Winter,No Holiday,Yes
473,237,-0.9,70,1.1,299,-5.6,0.02,0,2.2,Winter,No Holiday,Yes
474,329,-1.4,79,1.6,702,-4.5,0,0.1,2.2,Winter,No Holiday,Yes
475,190,-1.5,81,1.8,751,-4.3,0,0,2.2,Winter,No Holiday,Yes
476,165,-1.9,86,0.9,700,-3.9,0,0,2.4,Winter,No Holiday,Yes
477,197,-2,83,1.2,904,-4.5,0,0.1,2.4,Winter,No Holiday,Yes
478,184,-1.6,82,0.4,929,-4.2,0,0,2.3,Winter,No Holiday,Yes
479,153,-1.1,87,1.4,349,-2.9,0,0,2.2,Winter,No Holiday,Yes
480,166,-1.3,90,2,259,-2.7,0,0,2.2,Winter,No Holiday,Yes
481,189,-1.8,90,1.6,263,-3.2,0,0,2.2,Winter,No Holiday,Yes
482,132,-2.2,88,1.4,348,-3.9,0,0,2.2,Winter,No Holiday,Yes
483,79,-2.9,89,1.3,288,-4.4,0,0,2.2,Winter,No Holiday,Yes
484,58,-3.6,91,1.2,241,-4.8,0,0,2.2,Winter,No Holiday,Yes
485,49,-4.3,91,1.5,233,-5.5,0,0,2.2,Winter,No Holiday,Yes
486,84,-4.8,91,1.1,266,-6,0,0,2.2,Winter,No Holiday,Yes
487,178,-5.3,90,1.1,311,-6.6,0,0,2.2,Winter,No Holiday,Yes
488,423,-5.6,89,0.9,371,-7.1,0,0,2.2,Winter,No Holiday,Yes
489,265,-5.3,88,0.4,463,-6.9,0.21,0,2.2,Winter,No Holiday,Yes
490,169,-3,71,0.7,608,-7.5,0.67,0,2.1,Winter,No Holiday,Yes
491,243,-0.7,62,0.7,519,-7,0.77,0,2,Winter,No Holiday,Yes
492,290,1.9,40,2,1835,-10.3,1.04,0,1.9,Winter,No Holiday,Yes
493,285,3.2,42,1.8,1349,-8.5,1.08,0,1.8,Winter,No Holiday,Yes
494,255,4.3,47,2.3,953,-6,0.96,0,1.6,Winter,No Holiday,Yes
495,316,4.4,46,1.4,1113,-6.2,0.78,0,1,Winter,No Holiday,Yes
496,301,4.1,51,1.8,1112,-5.1,0.48,0,0.9,Winter,No Holiday,Yes
497,366,2.9,60,1.3,1193,-4.1,0.16,0,0.8,Winter,No Holiday,Yes
498,531,1.7,64,1.3,1140,-4.3,0,0,0.8,Winter,No Holiday,Yes
499,355,0.8,71,0.9,923,-3.8,0,0,0.8,Winter,No Holiday,Yes
500,288,0.2,72,0.7,990,-4.2,0,0,0.8,Winter,No Holiday,Yes
501,248,-0.4,74,0.6,1065,-4.4,0,0,0.8,Winter,No Holiday,Yes
502,252,-1.1,78,0.6,865,-4.4,0,0,0.8,Winter,No Holiday,Yes
503,212,-1.5,79,0.6,821,-4.6,0,0,0.8,Winter,No Holiday,Yes
504,196,-1.7,79,0.5,794,-4.8,0,0,0.8,Winter,Holiday,Yes
505,250,-1.6,79,0.6,784,-4.7,0,0,0.8,Winter,Holiday,Yes
506,161,-1.1,79,0.7,736,-4.2,0,0,0.8,Winter,Holiday,Yes
507,99,-0.6,76,0.5,789,-4.3,0,0,0.7,Winter,Holiday,Yes
508,64,-0.3,76,0.9,760,-4,0,0,0.7,Winter,Holiday,Yes
509,76,-0.2,73,0.8,880,-4.4,0,0,0.7,Winter,Holiday,Yes
510,114,-0.1,71,0.8,895,-4.7,0,0,0.7,Winter,Holiday,Yes
511,283,-0.3,72,0.7,919,-4.7,0,0,0.7,Winter,Holiday,Yes
512,544,-0.4,69,0.5,904,-5.4,0,0,0.7,Winter,Holiday,Yes
513,298,0.3,67,0.7,897,-5.1,0.03,0,0.6,Winter,Holiday,Yes
514,248,1.4,64,1,897,-4.6,0.25,0,0.5,Winter,Holiday,Yes
515,278,3.1,57,0.8,804,-4.6,0.63,0,0,Winter,Holiday,Yes
516,301,4.5,56,0.8,836,-3.5,0.71,0,0,Winter,Holiday,Yes
517,320,5.4,55,1.2,820,-2.9,0.66,0,0,Winter,Holiday,Yes
518,326,5.9,55,0.6,779,-2.4,0.48,0,0,Winter,Holiday,Yes
519,386,6.5,55,0.9,801,-1.9,0.38,0,0,Winter,Holiday,Yes
520,416,6,58,0.7,732,-1.6,0.19,0,0,Winter,Holiday,Yes
521,477,5.4,61,1.3,691,-1.5,0.08,0,0,Winter,Holiday,Yes
522,671,4.9,63,0.6,677,-1.5,0,0,0,Winter,Holiday,Yes
523,481,5.2,64,0.7,691,-1,0,0,0,Winter,Holiday,Yes
524,323,5.9,67,1.3,779,0.2,0,0,0,Winter,Holiday,Yes
525,309,6.1,70,2.2,763,1,0,0,0,Winter,Holiday,Yes
526,314,6.1,70,2.7,806,1,0,0,0,Winter,Holiday,Yes
527,249,5.8,74,2.5,832,1.5,0,0,0,Winter,Holiday,Yes
528,282,5.8,75,1.9,788,1.7,0,0,0,Winter,No Holiday,Yes
529,337,5.7,75,1.7,706,1.6,0,0,0,Winter,No Holiday,Yes
530,312,5.6,76,1.6,641,1.6,0,0,0,Winter,No Holiday,Yes
531,230,5.4,77,1.6,583,1.6,0,0,0,Winter,No Holiday,Yes
532,120,5.3,79,0.9,506,1.9,0,0,0,Winter,No Holiday,Yes
533,59,5,81,1.2,425,2,0,0,0,Winter,No Holiday,Yes
534,63,5.1,81,1.3,375,2.1,0,0,0,Winter,No Holiday,Yes
535,99,5.1,82,0.7,334,2.2,0,0,0,Winter,No Holiday,Yes
536,188,5.1,83,0.9,297,2.4,0,0,0,Winter,No Holiday,Yes
537,239,5.2,84,0.7,226,2.7,0.03,0,0,Winter,No Holiday,Yes
538,235,5.4,82,1.2,215,2.5,0.13,0,0,Winter,No Holiday,Yes
539,282,5.7,81,1.1,192,2.6,0.18,0,0,Winter,No Holiday,Yes
540,325,7,72,1.9,246,2.2,0.64,0,0,Winter,No Holiday,Yes
541,423,7.7,68,1,249,2.1,0.58,0,0,Winter,No Holiday,Yes
542,405,8.6,63,1.6,263,1.9,0.72,0,0,Winter,No Holiday,Yes
543,443,8.6,64,1.5,269,2.1,0.57,0,0,Winter,No Holiday,Yes
544,473,8.2,64,1,281,1.7,0.32,0,0,Winter,No Holiday,Yes
545,453,7.7,67,0.9,264,1.9,0.11,0,0,Winter,No Holiday,Yes
546,340,6.6,73,0.4,229,2,0,0,0,Winter,No Holiday,Yes
547,260,6,76,1.1,219,2,0,0,0,Winter,No Holiday,Yes
548,258,5.9,75,1.5,222,1.7,0,0,0,Winter,No Holiday,Yes
549,279,5.6,77,0.9,212,1.8,0,0,0,Winter,No Holiday,Yes
550,282,5.3,79,0.6,200,1.9,0,0,0,Winter,No Holiday,Yes
551,237,5.5,80,0.6,185,2.3,0,0,0,Winter,No Holiday,Yes
552,266,5.6,78,0.6,196,2,0,0,0,Winter,Holiday,Yes
553,251,5.6,78,0.5,197,2,0,0,0,Winter,Holiday,Yes
554,196,5.4,80,0.9,190,2.2,0,0,0,Winter,Holiday,Yes
555,149,5.2,82,0.8,190,2.3,0,0,0,Winter,Holiday,Yes
556,79,5.2,82,0.7,189,2.3,0,0,0,Winter,Holiday,Yes
557,44,5.1,82,0.6,185,2.2,0,0,0,Winter,Holiday,Yes
558,12,4.9,84,1.3,159,2.4,0,0.1,0,Winter,Holiday,Yes
559,3,4.7,89,1.1,100,3,0,0,0,Winter,Holiday,Yes
560,4,4.6,91,1.7,95,3.2,0,0,0,Winter,Holiday,Yes
561,3,4.6,94,0.9,90,3.7,0,6.4,0,Winter,Holiday,Yes
562,4,4.8,96,0.6,87,4.2,0.04,0,0,Winter,Holiday,Yes
563,9,4.6,95,0.8,156,3.8,0.05,0,0,Winter,Holiday,Yes
564,4,4.1,91,0.8,404,2.7,0.07,9.5,0,Winter,Holiday,Yes
565,7,3.7,90,0.7,744,2.2,0.15,0,0,Winter,Holiday,Yes
566,28,3.3,90,2.5,561,1.8,0.19,0,0,Winter,Holiday,Yes
567,38,2.9,90,2,380,1.4,0.08,3.5,0,Winter,Holiday,Yes
568,54,2.3,91,3.3,270,0.9,0.07,0,0,Winter,Holiday,Yes
569,104,2.2,86,2.6,605,0,0.04,0,0,Winter,Holiday,Yes
570,128,1.9,82,4.3,699,-0.8,0.01,0.5,0,Winter,Holiday,Yes
571,132,1.1,68,4.4,695,-4.1,0,0,0,Winter,Holiday,Yes
572,116,0.6,67,3.3,506,-4.8,0,0,0,Winter,Holiday,Yes
573,145,0.4,69,3.5,477,-4.6,0,0,0,Winter,Holiday,Yes
574,110,0.2,69,2.7,565,-4.8,0,0,0,Winter,Holiday,Yes
575,128,0,63,3.2,884,-6.2,0,0,0,Winter,Holiday,Yes
576,160,-0.6,64,2.4,1010,-6.5,0,0,0,Winter,Holiday,Yes
577,132,-1.2,57,4.3,1429,-8.6,0,0,0,Winter,Holiday,Yes
578,115,-1.8,53,4.1,1825,-10.1,0,0,0,Winter,Holiday,Yes
579,100,-2.3,52,3.4,1947,-10.8,0,0,0,Winter,Holiday,Yes
580,72,-3,51,3.2,2000,-11.7,0,0,0,Winter,Holiday,Yes
581,32,-3.7,51,2.6,2000,-12.3,0,0,0,Winter,Holiday,Yes
582,59,-4.1,50,3,2000,-13,0,0,0,Winter,Holiday,Yes
583,61,-4.6,46,2.8,2000,-14.4,0,0,0,Winter,Holiday,Yes
584,94,-4.9,44,3,2000,-15.3,0,0,0,Winter,Holiday,Yes
585,107,-4.6,40,3.5,2000,-16.1,0.18,0,0,Winter,Holiday,Yes
586,133,-3.7,35,3.7,1937,-16.9,0.57,0,0,Winter,Holiday,Yes
587,179,-2.8,35,2.9,1984,-16.1,0.87,0,0,Winter,Holiday,Yes
588,221,-1.6,33,2.5,1874,-15.8,1.18,0,0,Winter,Holiday,Yes
589,244,-1.5,33,3.8,2000,-15.7,1.18,0,0,Winter,Holiday,Yes
590,274,-0.4,31,2,2000,-15.5,1.1,0,0,Winter,Holiday,Yes
591,319,0.4,28,2.5,2000,-16,0.9,0,0,Winter,Holiday,Yes
592,272,0.4,27,2,2000,-16.4,0.58,0,0,Winter,Holiday,Yes
593,260,-0.7,29,2,2000,-16.5,0.21,0,0,Winter,Holiday,Yes
594,237,-1.6,33,2,2000,-15.8,0,0,0,Winter,Holiday,Yes
595,184,-1.8,41,2.1,2000,-13.3,0,0,0,Winter,Holiday,Yes
596,181,-2.1,49,1.7,2000,-11.4,0,0,0,Winter,Holiday,Yes
597,185,-1.7,51,1.7,2000,-10.5,0,0,0,Winter,Holiday,Yes
598,176,-1.3,53,1.7,2000,-9.6,0,0,0,Winter,Holiday,Yes
599,169,-1,55,1.9,2000,-8.9,0,0,0,Winter,Holiday,Yes
600,178,-1.4,58,1,1880,-8.6,0,0,0,Winter,No Holiday,Yes
601,127,-1.5,62,1.3,2000,-7.8,0,0,0,Winter,No Holiday,Yes
602,85,-2.1,69,1,1995,-7,0,0,0,Winter,No Holiday,Yes
603,72,-2.6,70,1,1992,-7.3,0,0,0,Winter,No Holiday,Yes
604,49,-2.6,72,1.4,1929,-6.9,0,0,0,Winter,No Holiday,Yes
605,65,-2.9,77,0.8,1833,-6.3,0,0,0,Winter,No Holiday,Yes
606,120,-2.8,73,0.7,1906,-6.9,0,0,0,Winter,No Holiday,Yes
607,296,-2.9,73,1.9,1911,-7,0,0,0,Winter,No Holiday,Yes
608,578,-2.7,68,2.2,1919,-7.7,0,0,0,Winter,No Holiday,Yes
609,293,-2.8,52,2.9,1895,-11.3,0.16,0,0,Winter,No Holiday,Yes
610,180,-2.2,36,4.1,1930,-15.2,0.53,0,0,Winter,No Holiday,Yes
611,250,-2.1,28,4.9,1887,-18.2,0.87,0,0,Winter,No Holiday,Yes
612,262,-1.3,23,4,2000,-19.8,1.09,0,0,Winter,No Holiday,Yes
613,262,-2,15,4.7,1970,-25.2,1.18,0,0,Winter,No Holiday,Yes
614,271,-1.6,20,4.3,2000,-21.6,1.11,0,0,Winter,No Holiday,Yes
615,246,-1.9,17,5,2000,-23.7,0.93,0,0,Winter,No Holiday,Yes
616,282,-1.9,17,3.3,2000,-23.7,0.61,0,0,Winter,No Holiday,Yes
617,350,-3.6,20,3.7,2000,-23.3,0.23,0,0,Winter,No Holiday,Yes
618,481,-4.7,23,3.4,2000,-22.7,0.01,0,0,Winter,No Holiday,Yes
619,317,-5.4,27,3,2000,-21.5,0,0,0,Winter,No Holiday,Yes
620,252,-6.1,32,4.7,2000,-20.1,0,0,0,Winter,No Holiday,Yes
621,220,-6.6,39,3.2,2000,-18.2,0,0,0,Winter,No Holiday,Yes
622,213,-7.2,38,3.1,2000,-19.1,0,0,0,Winter,No Holiday,Yes
623,156,-7.5,37,3.1,2000,-19.7,0,0,0,Winter,No Holiday,Yes
624,133,-7.9,37,2.2,2000,-20,0,0,0,Winter,No Holiday,Yes
625,142,-8.2,39,1.8,2000,-19.7,0,0,0,Winter,No Holiday,Yes
626,93,-8.6,37,1.5,2000,-20.7,0,0,0,Winter,No Holiday,Yes
627,81,-9.1,37,1,2000,-21.1,0,0,0,Winter,No Holiday,Yes
628,55,-9.1,33,2.3,2000,-22.4,0,0,0,Winter,No Holiday,Yes
629,66,-9.4,36,1.9,2000,-21.7,0,0,0,Winter,No Holiday,Yes
630,105,-9.8,37,1.7,2000,-21.7,0,0,0,Winter,No Holiday,Yes
631,262,-10.1,38,2.3,2000,-21.7,0,0,0,Winter,No Holiday,Yes
632,502,-10.2,35,1.8,2000,-22.7,0,0,0,Winter,No Holiday,Yes
633,279,-9.8,33,2,1997,-23,0.17,0,0,Winter,No Holiday,Yes
634,146,-8.5,29,2.4,1992,-23.4,0.56,0,0,Winter,No Holiday,Yes
635,213,-6.8,28,2.1,1986,-22.3,0.88,0,0,Winter,No Holiday,Yes
636,230,-5.5,21,2.1,1941,-24.4,1.08,0,0,Winter,No Holiday,Yes
637,258,-4.7,18,3.7,2000,-25.4,1.16,0,0,Winter,No Holiday,Yes
638,231,-4,18,2.4,2000,-24.8,1.09,0,0,Winter,No Holiday,Yes
639,228,-3.1,16,2.2,2000,-25.4,0.9,0,0,Winter,No Holiday,Yes
640,269,-3.2,23,2.7,2000,-21.4,0.57,0,0,Winter,No Holiday,Yes
641,314,-4.2,26,2.2,2000,-20.8,0.2,0,0,Winter,No Holiday,Yes
642,466,-5.2,32,2.2,2000,-19.3,0,0,0,Winter,No Holiday,Yes
643,315,-5.5,31,2.1,2000,-19.9,0,0,0,Winter,No Holiday,Yes
644,262,-5.9,34,0.9,2000,-19.2,0,0,0,Winter,No Holiday,Yes
645,242,-6.4,34,1.2,2000,-19.7,0,0,0,Winter,No Holiday,Yes
646,243,-6.4,36,1.3,2000,-19,0,0,0,Winter,No Holiday,Yes
647,216,-6.3,39,0.9,2000,-18,0,0,0,Winter,No Holiday,Yes
