Hours Since Oct 2 2012,traffic_volume,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,holiday
510,1984,286.1,0,0,1,Clear,sky is clear,None
511,1383,285.45,0,0,75,Clouds,broken clouds,None
512,959,285.33,0,0,90,Clouds,overcast clouds,None
513,511,285.07,0,0,90,Clouds,overcast clouds,None
514,346,284.58,0,0,90,Clouds,overcast clouds,None
515,253,283.88,0,0,75,Clouds,broken clouds,None
516,349,283.55,0,0,75,Clouds,broken clouds,None
517,807,282.85,0,0,20,Clouds,few clouds,None
518,2669,282.42,0,0,20,Clouds,few clouds,None
519,5210,282.13,0,0,75,Clouds,broken clouds,None
520,6083,281.85,0,0,40,Clouds,scattered clouds,None
521,5790,281.85,0,0,20,Clouds,few clouds,None
522,5484,283.07,0,0,75,Clouds,broken clouds,None
523,4407,284.53,0,0,90,Clouds,overcast clouds,None
524,4725,285.6,0,0,75,Clouds,broken clouds,None
525,4826,286.63,0,0,90,Clouds,overcast clouds,None
526,4945,286.75,0,0,99,Rain,moderate rain,None
527,5065,287.97,0,0,90,Clouds,overcast clouds,None
528,5618,288.54,0,0,99,Thunderstorm,proximity thunderstorm,None
529,6094,288.72,0,0,90,Clouds,overcast clouds,None
530,5844,288.53,0,0,90,Clouds,overcast clouds,None
531,4649,288.16,0,0,90,Clouds,overcast clouds,None
532,3180,287.59,0,0,90,Clouds,overcast clouds,None
533,2963,287.21,0,0,90,Clouds,overcast clouds,None
534,2450,286.29,0,0,90,Clouds,overcast clouds,None
535,1613,285.7,0,0,90,Clouds,overcast clouds,None
536,1021,285.61,0,0,90,Clouds,overcast clouds,None
537,580,285.37,0,0,99,Drizzle,light intensity drizzle,None
538,580,285.37,0,0,99,Mist,mist,None
539,298,285.51,0,0,90,Clouds,overcast clouds,None
540,261,285.6,0,0,100,Haze,haze,None
541,408,285.99,0,0,100,Mist,mist,None
542,408,285.99,0,0,100,Haze,haze,None
543,793,285.94,0,0,100,Mist,mist,None
544,793,285.94,0,0,100,Thunderstorm,proximity thunderstorm,None
545,2643,285.97,0,0,90,Mist,mist,None
546,2643,285.97,0,0,90,Rain,light rain,None
547,2643,285.97,0,0,90,Thunderstorm,proximity thunderstorm,None
548,5593,285.73,0,0,90,Mist,mist,None
549,5593,285.73,0,0,90,Thunderstorm,thunderstorm with light rain,None
550,5593,285.73,0,0,90,Rain,moderate rain,None
551,5593,285.73,0,0,90,Thunderstorm,proximity thunderstorm,None
552,5722,285.5,0,0,90,Rain,light rain,None
553,5722,285.5,0,0,90,Mist,mist,None
554,5607,285.55,0,0,90,Drizzle,light intensity drizzle,None
555,5607,285.55,0,0,90,Mist,mist,None
556,5607,285.55,0,0,90,Rain,light rain,None
557,5607,285.55,0,0,90,Thunderstorm,proximity thunderstorm,None
558,5492,285.93,0,0,90,Drizzle,light intensity drizzle,None
559,5492,285.93,0,0,90,Mist,mist,None
560,5492,285.93,0,0,90,Rain,moderate rain,None
561,4542,286.34,0,0,90,Mist,mist,None
562,4720,286.82,0,0,90,Mist,mist,None
563,4720,286.82,0,0,90,Fog,fog,None
564,4982,288.36,0,0,90,Mist,mist,None
565,4982,288.36,0,0,90,Haze,haze,None
566,4982,288.36,0,0,90,Fog,fog,None
567,5032,289.08,0,0,90,Haze,haze,None
568,5032,289.08,0,0,90,Mist,mist,None
569,5032,289.08,0,0,90,Fog,fog,None
570,5212,289.88,0,0,90,Mist,mist,None
571,5212,289.88,0,0,90,Haze,haze,None
572,5661,290.24,0,0,90,Mist,mist,None
573,5661,290.24,0,0,90,Haze,haze,None
574,5661,290.24,0,0,90,Rain,moderate rain,None
575,5812,290.01,0,0,90,Mist,mist,None
576,5855,289.62,0,0,90,Haze,haze,None
577,5855,289.62,0,0,90,Mist,mist,None
578,4416,289.61,0,0,90,Haze,haze,None
579,4416,289.61,0,0,90,Mist,mist,None
580,3118,289.06,0,0,90,Mist,mist,None
581,2877,288.34,0,0,75,Haze,haze,None
582,2877,288.34,0,0,75,Mist,mist,None
583,2498,287.06,0,0,20,Mist,mist,None
584,1701,287.41,0,0,75,Mist,mist,None
585,1028,287.52,0,0,90,Mist,mist,None
586,578,287.81,0,0,90,Mist,mist,None
587,354,287.29,0,0,75,Mist,mist,None
588,272,287.23,0,0,90,Mist,mist,None
589,370,286.44,0,0,90,Mist,mist,None
590,809,285.32,0,0,90,Mist,mist,None
591,809,285.32,0,0,90,Fog,fog,None
592,2641,285.43,0,0,90,Mist,mist,None
593,4957,285.53,0,0,75,Mist,mist,None
594,6036,285.2,0,0,90,Mist,mist,None
595,6036,285.2,0,0,90,Fog,fog,None
596,5309,285.02,0,0,90,Mist,mist,None
597,4438,286.43,0,0,90,Mist,mist,None
598,4723,287.36,0,0,90,Mist,mist,None
599,4879,287.6,0,0,90,Mist,mist,None
600,5062,287.29,0,0,90,Clouds,overcast clouds,None
601,5450,286.41,0,0,90,Rain,light rain,None
602,5450,286.41,0,0,90,Mist,mist,None
603,5450,286.41,0,0,90,Drizzle,light intensity drizzle,None
604,5450,286.41,0,0,90,Drizzle,drizzle,None
605,5888,285.8,0,0,90,Drizzle,light intensity drizzle,None
606,5888,285.8,0,0,90,Mist,mist,None
607,5888,285.8,0,0,90,Rain,light rain,None
608,5888,285.8,0,0,90,Drizzle,drizzle,None
609,5888,285.8,0,0,90,Rain,moderate rain,None
610,6473,285.29,0,0,90,Rain,light rain,None
611,6473,285.29,0,0,90,Mist,mist,None
612,6473,285.29,0,0,90,Drizzle,light intensity drizzle,None
613,6488,284.77,0,0,90,Rain,moderate rain,None
614,6488,284.77,0,0,90,Mist,mist,None
615,6488,284.77,0,0,90,Rain,light rain,None
616,5351,284.29,0,0,90,Drizzle,light intensity drizzle,None
617,5351,284.29,0,0,90,Mist,mist,None
618,5351,284.29,0,0,90,Rain,moderate rain,None
619,5351,284.29,0,0,90,Rain,light rain,None
620,3500,283.79,0,0,90,Drizzle,light intensity drizzle,None
621,3500,283.79,0,0,90,Mist,mist,None
622,3500,283.79,0,0,90,Rain,light rain,None
623,2856,283.44,0,0,90,Rain,light rain,None
624,2856,283.44,0,0,90,Mist,mist,None
625,2856,283.44,0,0,90,Drizzle,drizzle,None
626,2587,283.22,0,0,90,Rain,moderate rain,None
627,2587,283.22,0,0,90,Mist,mist,None
628,2587,283.22,0,0,90,Drizzle,light intensity drizzle,None
629,1979,282.82,0,0,90,Clouds,overcast clouds,None
630,1284,282.13,0,0,90,Clouds,overcast clouds,None
631,665,281.05,0,0,90,Rain,light rain,None
632,665,281.05,0,0,90,Rain,moderate rain,None
633,665,281.05,0,0,90,Drizzle,light intensity drizzle,None
634,432,280.44,0,0,90,Drizzle,drizzle,None
635,432,280.44,0,0,90,Rain,light rain,None
636,326,280.07,0,0,90,Rain,light rain,None
637,326,280.07,0,0,90,Mist,mist,None
638,326,280.07,0,0,90,Drizzle,light intensity drizzle,None
639,380,279.54,0,0,90,Rain,light rain,None
640,380,279.54,0,0,90,Mist,mist,None
641,380,279.54,0,0,90,Drizzle,light intensity drizzle,None
642,380,279.54,0,0,90,Drizzle,drizzle,None
643,705,278.93,0,0,90,Rain,light rain,None
644,705,278.93,0,0,90,Mist,mist,None
645,705,278.93,0,0,90,Rain,moderate rain,None
646,705,278.93,0,0,90,Drizzle,light intensity drizzle,None
647,705,278.93,0,0,90,Drizzle,drizzle,None
648,2430,278.27,0,0,90,Rain,heavy intensity rain,None
649,2430,278.27,0,0,90,Mist,mist,None
650,2430,278.27,0,0,90,Rain,moderate rain,None
651,2430,278.27,0,0,90,Thunderstorm,proximity thunderstorm with rain,None
652,5426,278.07,0,0,90,Rain,heavy intensity rain,None
653,5426,278.07,0,0,90,Mist,mist,None
654,5426,278.07,0,0,90,Rain,moderate rain,None
655,6499,277.53,0,0,90,Rain,light rain,None
656,6499,277.53,0,0,90,Rain,moderate rain,None
657,5856,276.23,0,0,90,Rain,light rain,None
658,5856,276.23,0,0,90,Mist,mist,None
659,5856,276.23,0,0,90,Rain,moderate rain,None
660,5234,275.66,0,0,90,Rain,light rain,None
661,5234,275.66,0,0,90,Mist,mist,None
662,5234,275.66,0,0,90,Snow,heavy snow,None
663,4695,275.02,0,0,90,Rain,light rain,None
664,4695,275.02,0,0,90,Mist,mist,None
665,4695,275.02,0,0,90,Rain,moderate rain,None
666,4695,275.02,0,0,90,Snow,heavy snow,None
667,5341,275.03,0,0,90,Rain,light rain,None
668,5341,275.03,0,0,90,Snow,heavy snow,None
669,5341,275.03,0,0,90,Mist,mist,None
670,5341,275.03,0,0,90,Rain,moderate rain,None
671,5943,274.5,0,0,90,Mist,mist,None
672,5943,274.5,0,0,90,Snow,heavy snow,None
673,5874,275.01,0,0,90,Snow,heavy snow,None
674,5879,275.38,0,0,90,Snow,heavy snow,None
675,5879,275.38,0,0,90,Mist,mist,None
676,6060,275.85,0,0,90,Snow,heavy snow,None
677,6348,276.56,0,0,90,Clouds,overcast clouds,None
678,5955,276.7,0,0,90,Clouds,overcast clouds,None
679,5341,276.71,0,0,90,Clouds,overcast clouds,None
680,4144,276.43,0,0,90,Clouds,overcast clouds,None
681,3249,276.23,0,0,90,Clouds,overcast clouds,None
682,3017,275.99,0,0,75,Clouds,broken clouds,None
683,2765,276.28,0,0,90,Clouds,overcast clouds,None
684,1894,276.28,0,0,90,Clouds,overcast clouds,None
685,1159,276.01,0,0,90,Clouds,overcast clouds,None
686,822,275.36,0,0,90,Clouds,overcast clouds,None
687,641,274.93,0,0,20,Clouds,few clouds,None
688,411,274.28,0,0,20,Clouds,few clouds,None
689,468,274.01,0,0,1,Clear,sky is clear,None
690,723,273.71,0,0,1,Clear,sky is clear,None
691,1415,273.43,0,0,1,Clear,sky is clear,None
692,2191,273.65,0,0,20,Clouds,few clouds,None
693,3185,274.58,0,0,75,Clouds,broken clouds,None
694,4076,275.39,0,0,90,Clouds,overcast clouds,None
695,4522,275.44,0,0,0,Clear,sky is clear,None
696,6012,276.11,0,0,90,Clouds,overcast clouds,None
697,5975,276.48,0,0,90,Clouds,overcast clouds,None
698,5307,276.5,0,0,90,Clouds,overcast clouds,None
699,4678,276.56,0,0,90,Clouds,overcast clouds,None
700,4405,276.61,0,0,90,Clouds,overcast clouds,None
701,4403,276.9,0,0,90,Clouds,overcast clouds,None
702,4311,276.61,0,0,90,Clouds,overcast clouds,None
703,4198,276.34,0,0,90,Clouds,overcast clouds,None
704,3475,275.96,0,0,90,Clouds,overcast clouds,None
705,3078,275.6,0,0,90,Clouds,overcast clouds,None
706,2931,274.86,0,0,90,Clouds,overcast clouds,None
707,2941,274.05,0,0,20,Clouds,few clouds,None
708,2240,273.62,0,0,20,Clouds,few clouds,None
709,1564,273.52,0,0,20,Clouds,few clouds,None
710,795,273.54,0,0,90,Clouds,overcast clouds,None
711,447,273.63,0,0,90,Clouds,overcast clouds,None
712,443,273.63,0,0,90,Clouds,overcast clouds,None
713,330,273.22,0,0,90,Clouds,overcast clouds,None
714,453,272.75,0,0,75,Clouds,broken clouds,None
715,755,272.16,0,0,75,Clouds,broken clouds,None
716,953,271.06,0,0,20,Clouds,few clouds,None
717,1650,270.68,0,0,1,Clear,sky is clear,None
718,2442,272.6,0,0,1,Clear,sky is clear,None
719,3230,274.06,0,0,1,Clear,sky is clear,None
720,3575,275.81,0,0,1,Clear,sky is clear,None
721,4139,277.54,0,0,20,Clouds,few clouds,None
722,3892,278.54,0,0,40,Clouds,scattered clouds,None
723,3989,278.97,0,0,40,Clouds,scattered clouds,None
724,4294,278.91,0,0,75,Clouds,broken clouds,None
725,4521,278.81,0,0,75,Clouds,broken clouds,None
726,4280,278.27,0,0,75,Clouds,broken clouds,None
727,3945,276.67,0,0,75,Clouds,broken clouds,None
728,3169,275.86,0,0,75,Clouds,broken clouds,None
729,2772,274.29,0,0,75,Clouds,broken clouds,None
730,2213,273.37,0,0,75,Clouds,broken clouds,None
731,1570,272.77,0,0,75,Clouds,broken clouds,None
732,1065,272.01,0,0,75,Clouds,broken clouds,None
733,530,271.78,0,0,40,Clouds,scattered clouds,None
734,331,271.41,0,0,75,Haze,haze,None
735,270,271.46,0,0,75,Mist,mist,None
736,316,271.76,0,0,75,Clouds,broken clouds,None
737,799,272.24,0,0,90,Clouds,overcast clouds,None
738,2513,271.98,0,0,90,Clouds,overcast clouds,None
739,5503,271.53,0,0,40,Clouds,scattered clouds,None
740,6642,271.46,0,0,40,Clouds,scattered clouds,None
741,6195,271.7,0,0,40,Clouds,scattered clouds,None
742,5246,273.26,0,0,75,Clouds,broken clouds,None
743,4460,274.9,0,0,90,Clouds,overcast clouds,None
744,4580,276.33,0,0,90,Clouds,overcast clouds,None
745,4771,277.58,0,0,90,Snow,heavy snow,None
746,4836,278.5,0,0,90,Clouds,overcast clouds,None
747,5138,279.3,0,0,90,Clouds,overcast clouds,None
748,5606,279.89,0,0,90,Clouds,overcast clouds,None
749,6120,280.11,0,0,40,Clouds,scattered clouds,None
750,5985,279.82,0,0,40,Clouds,scattered clouds,None
751,4418,278.69,0,0,40,Clouds,scattered clouds,None
752,3089,277.75,0,0,40,Clouds,scattered clouds,None
753,2636,276.77,0,0,40,Clouds,scattered clouds,None
754,2117,276.61,0,0,75,Clouds,broken clouds,None
755,1437,276.06,0,0,75,Clouds,broken clouds,None
756,920,275.22,0,0,20,Clouds,few clouds,None
757,600,274.75,0,0,20,Clouds,few clouds,None
758,393,274.24,0,0,20,Clouds,few clouds,None
759,298,273.47,0,0,20,Clouds,few clouds,None
760,352,273.5,0,0,1,Clear,sky is clear,None
761,762,273.15,0,0,75,Clouds,broken clouds,None
762,2519,273,0,0,20,Clouds,few clouds,None
763,5478,272.69,0,0,20,Clouds,few clouds,None
764,6728,273.08,0,0,40,Clouds,scattered clouds,None
765,5972,273.91,0,0,75,Clouds,broken clouds,None
766,5280,274.82,0,0,75,Clouds,broken clouds,None
767,4626,276.16,0,0,75,Clouds,broken clouds,None
768,4947,277.69,0,0,90,Clouds,overcast clouds,None
769,5125,278.47,0,0,90,Clouds,overcast clouds,None
770,5130,279.12,0,0,90,Clouds,overcast clouds,None
771,5394,279.28,0,0,90,Clouds,overcast clouds,None
772,5837,280.19,0,0,90,Clouds,overcast clouds,None
773,6222,280.5,0,0,90,Clouds,overcast clouds,None
774,5992,280.3,0,0,90,Clouds,overcast clouds,None
775,4578,279.58,0,0,75,Clouds,broken clouds,None
776,3246,278.78,0,0,75,Clouds,broken clouds,None
777,2834,278.5,0,0,90,Clouds,overcast clouds,None
778,2578,276.93,0,0,75,Clouds,broken clouds,None
779,1979,276.03,0,0,40,Clouds,scattered clouds,None
780,1326,275.01,0,0,40,Clouds,scattered clouds,None
781,541,273.87,0,0,40,Clouds,scattered clouds,None
782,346,272.99,0,0,1,Clear,sky is clear,None
783,265,272.41,0,0,1,Clear,sky is clear,None
784,338,272.31,0,0,1,Clear,sky is clear,None
785,765,272.39,0,0,1,Clear,sky is clear,None
786,2611,271.73,0,0,1,Clear,sky is clear,None
787,5577,271.54,0,0,1,Clear,sky is clear,None
788,6908,271.12,0,0,1,Clear,sky is clear,None
789,6079,271.17,0,0,20,Clouds,few clouds,None
790,5309,273.11,0,0,20,Clouds,few clouds,None
791,4567,276.01,0,0,20,Clouds,few clouds,None
792,4804,278.27,0,0,20,Clouds,few clouds,None
793,5041,279.84,0,0,20,Clouds,few clouds,None
794,5051,280.68,0,0,40,Clouds,scattered clouds,None
795,5274,281.22,0,0,20,Clouds,few clouds,None
796,5936,281.8,0,0,20,Clouds,few clouds,None
797,6128,282.2,0,0,40,Clouds,scattered clouds,None
798,5821,281.48,0,0,20,Clouds,few clouds,None
799,4040,280,0,0,20,Clouds,few clouds,None
800,2711,278.48,0,0,20,Clouds,few clouds,None
801,2690,276.86,0,0,20,Clouds,few clouds,None
802,2539,275.45,0,0,1,Clear,sky is clear,None
803,1925,274.05,0,0,1,Clear,sky is clear,None
804,1471,272.75,0,0,1,Clear,sky is clear,None
805,716,271.73,0,0,1,Clear,sky is clear,None
806,453,270.91,0,0,1,Clear,sky is clear,None
807,324,270.15,0,0,1,Clear,sky is clear,None
808,390,269.68,0,0,1,Clear,sky is clear,None
809,775,269.44,0,0,1,Clear,sky is clear,None
810,2572,268.96,0,0,1,Clear,sky is clear,None
811,5595,268.61,0,0,1,Clear,sky is clear,None
812,6852,268.74,0,0,1,Clear,sky is clear,None
813,5892,268.45,0,0,20,Clouds,few clouds,None
814,5327,270.9,0,0,1,Clear,sky is clear,None
815,4756,273.45,0,0,1,Clear,sky is clear,None
816,5073,275.9,0,0,20,Clouds,few clouds,None
817,5286,278.7,0,0,20,Clouds,few clouds,None
818,5189,280.25,0,0,20,Clouds,few clouds,None
819,5495,281.67,0,0,1,Clear,sky is clear,None
820,5713,283.03,0,0,1,Clear,sky is clear,None
821,6317,283.13,0,0,1,Clear,sky is clear,None
822,6306,283.04,0,0,20,Clouds,few clouds,None
823,4867,281.3,0,0,20,Clouds,few clouds,None
824,3501,279.84,0,0,40,Clouds,scattered clouds,None
825,3110,278.88,0,0,40,Clouds,scattered clouds,None
826,2727,278.51,0,0,90,Clouds,overcast clouds,None
827,1825,279.26,0,0,90,Clouds,overcast clouds,None
828,1222,279.21,0,0,90,Drizzle,light intensity drizzle,None
829,611,278.85,0,0,90,Clouds,overcast clouds,None
830,441,277.59,0,0,75,Haze,haze,None
831,331,277.01,0,0,40,Clouds,scattered clouds,None
832,365,277.15,0,0,75,Clouds,broken clouds,None
833,708,277.9,0,0,75,Clouds,broken clouds,None
834,2379,278.31,0,0,90,Clouds,overcast clouds,None
835,5236,278.63,0,0,90,Clouds,overcast clouds,None
836,6509,278.22,0,0,90,Clouds,overcast clouds,None
837,5723,277.58,0,0,75,Clouds,broken clouds,None
838,5239,278.02,0,0,40,Clouds,scattered clouds,None
839,4723,278.37,0,0,90,Clouds,overcast clouds,None
840,5330,278.78,0,0,90,Clouds,overcast clouds,None
841,5403,278.78,0,0,75,Clouds,broken clouds,None
842,5446,279.59,0,0,75,Clouds,broken clouds,None
843,5669,279.64,0,0,1,Clear,sky is clear,None
844,6093,280,0,0,40,Clouds,scattered clouds,None
845,6323,279.76,0,0,40,Clouds,scattered clouds,None
846,5856,278.9,0,0,40,Clouds,scattered clouds,None
847,4987,277.06,0,0,40,Clouds,scattered clouds,None
848,3681,275.29,0,0,40,Clouds,scattered clouds,None
849,2902,274.98,0,0,20,Clouds,few clouds,None
850,2929,273.31,0,0,20,Clouds,few clouds,None
851,2728,272.77,0,0,1,Clear,sky is clear,None
852,1693,272.06,0,0,1,Clear,sky is clear,None
853,1166,272.01,0,0,20,Clouds,few clouds,None
854,724,271.8,0,0,75,Clouds,broken clouds,None
855,568,271.3,0,0,75,Clouds,broken clouds,None
856,343,270.41,0,0,20,Clouds,few clouds,None
857,383,269.9,0,0,20,Clouds,few clouds,None
858,703,269.56,0,0,1,Clear,sky is clear,None
859,1229,269.39,0,0,20,Clouds,few clouds,None
860,2057,269.24,0,0,20,Clouds,few clouds,None
861,3246,268.99,0,0,40,Clouds,scattered clouds,None
862,4390,271.47,0,0,75,Clouds,broken clouds,None
863,4573,272.85,0,0,75,Clouds,broken clouds,None
864,4269,273.93,0,0,75,Clouds,broken clouds,None
865,4833,274.85,0,0,75,Clouds,broken clouds,None
866,4442,275.43,0,0,75,Clouds,broken clouds,None
867,4397,275.73,0,0,40,Clouds,scattered clouds,None
868,4314,275.9,0,0,40,Clouds,scattered clouds,None
869,4413,276.29,0,0,75,Clouds,broken clouds,None
870,4125,276.41,0,0,75,Clouds,broken clouds,None
871,4004,276.29,0,0,75,Clouds,broken clouds,None
872,3404,276.13,0,0,90,Clouds,overcast clouds,None
873,2777,275.93,0,0,90,Clouds,overcast clouds,None
874,2579,275.93,0,0,90,Clouds,overcast clouds,None
875,2552,275.67,0,0,90,Clouds,overcast clouds,None
876,1952,275.58,0,0,90,Clouds,overcast clouds,None
877,2125,275.67,0,0,90,Clouds,overcast clouds,None
878,730,275.6,0,0,90,Clouds,overcast clouds,None
879,730,275.77,0,0,90,Clouds,overcast clouds,None
880,345,275.42,0,0,90,Clouds,overcast clouds,None
881,223,275.47,0,0,90,Clouds,overcast clouds,None
882,488,275.33,0,0,90,Clouds,overcast clouds,None
883,710,275.08,0,0,90,Clouds,overcast clouds,None
884,1165,275.08,0,0,90,Clouds,overcast clouds,None
885,2067,275.09,0,0,90,Rain,light rain,None
886,2067,275.09,0,0,90,Snow,heavy snow,None
887,2911,275.44,0,0,90,Clouds,overcast clouds,None
888,3527,276.1,0,0,90,Clouds,overcast clouds,None
889,3765,276.45,0,0,90,Clouds,overcast clouds,None
890,4063,276.76,0,0,90,Clouds,overcast clouds,None
891,4043,277.11,0,0,90,Clouds,overcast clouds,None
892,4200,278.13,0,0,90,Clouds,overcast clouds,None
893,4105,278.44,0,0,90,Clouds,overcast clouds,None
894,4015,278.44,0,0,90,Clouds,overcast clouds,None
895,3620,278.09,0,0,90,Clouds,overcast clouds,None
896,3652,277.72,0,0,90,Clouds,overcast clouds,None
897,2837,277.41,0,0,90,Clouds,overcast clouds,None
898,2446,277.2,0,0,90,Clouds,overcast clouds,None
899,1950,277.06,0,0,90,Clouds,overcast clouds,None
900,1451,276.7,0,0,90,Clouds,overcast clouds,None
901,999,276.54,0,0,90,Rain,light rain,None
902,1720,276.07,0,0,90,Clouds,overcast clouds,None
903,1299,275.67,0,0,75,Clouds,broken clouds,None
904,304,274.97,0,0,40,Clouds,scattered clouds,None
905,412,274.86,0,0,20,Clouds,few clouds,None
906,753,273.45,0,0,75,Mist,mist,None
907,2562,272.66,0,0,20,Clouds,few clouds,None
908,5658,272.18,0,0,20,Clouds,few clouds,None
909,6877,272.32,0,0,1,Clear,sky is clear,None
910,5981,272.69,0,0,90,Clouds,overcast clouds,None
911,4999,274.26,0,0,90,Clouds,overcast clouds,None
912,4408,275.99,0,0,90,Clouds,overcast clouds,None
913,4575,277.35,0,0,90,Clouds,overcast clouds,None
914,4710,277.83,0,0,90,Clouds,overcast clouds,None
915,4648,278.47,0,0,90,Clouds,overcast clouds,None
916,4968,278.71,0,0,46,Clear,sky is clear,None
917,6124,280.56,0,0,46,Clear,sky is clear,None
918,6134,280.56,0,0,46,Clear,sky is clear,None
919,4265,279.26,0,0,46,Clear,sky is clear,None
920,2415,280.56,0,0,46,Clear,sky is clear,None
921,1963,280.56,0,0,46,Clear,sky is clear,None
922,1454,280.56,0,0,46,Clear,sky is clear,None
923,938,280.56,0,0,46,Clear,sky is clear,None
924,537,280.56,0,0,46,Clear,sky is clear,None
925,313,274.41,0,0,98,Clear,sky is clear,None
926,256,274.41,0,0,98,Clear,sky is clear,None
927,356,274.41,0,0,98,Clear,sky is clear,None
928,788,274.41,0,0,98,Clear,sky is clear,None
929,2565,274.41,0,0,98,Clear,sky is clear,None
930,5330,274.41,0,0,98,Clear,sky is clear,None
931,6181,274.91,0,0,99,Clear,sky is clear,None
932,6182,274.91,0,0,99,Clear,sky is clear,None
933,5720,274.91,0,0,99,Clear,sky is clear,None
934,4612,274.91,0,0,99,Clear,sky is clear,None
935,4666,277.12,0,0,90,Mist,mist,None
936,5022,278.04,0,0,90,Clouds,overcast clouds,None
937,5490,278.19,0,0,90,Clouds,overcast clouds,None
938,5973,278.38,0,0,90,Clouds,overcast clouds,None
939,6201,278.59,0,0,90,Mist,mist,None
940,5453,278.65,0,0,90,Mist,mist,None
941,3921,278.74,0,0,90,Haze,haze,None
942,3921,278.74,0,0,90,Mist,mist,None
943,2835,278.87,0,0,90,Haze,haze,None
944,2835,278.87,0,0,90,Mist,mist,None
945,2450,279.02,0,0,90,Haze,haze,None
946,2450,279.02,0,0,90,Mist,mist,None
947,2078,278.84,0,0,90,Haze,haze,None
948,2078,278.84,0,0,90,Drizzle,heavy intensity drizzle,None
949,2078,278.84,0,0,90,Mist,mist,None
950,1671,278.56,0,0,90,Haze,haze,None
951,1671,278.56,0,0,90,Rain,light rain,None
952,1671,278.56,0,0,90,Drizzle,drizzle,None
953,1472,278.5,0,0,90,Haze,haze,None
954,1472,278.5,0,0,90,Mist,mist,None
955,792,278.03,0,0,90,Haze,haze,None
956,792,278.03,0,0,90,Rain,light rain,None
957,792,278.03,0,0,90,Mist,mist,None
958,811,277.28,0,0,90,Rain,light rain,None
959,811,277.28,0,0,90,Mist,mist,None
