Name,Sex,Equipment,Age,Division,BodyweightKg,WeightClassKg,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,TotalKg,Dots,Country,Date
Katarzyna Kamieńska,F,Raw,33.5,Open,84.5,84+,120.0,70.0,140.0,330.0,302.8,Poland,2018-03-17
Joanna Kruk,F,Raw,40.5,Open,93.7,84+,122.5,55.0,132.5,310.0,271.61,Poland,2018-03-17
Kinga Kurowska,F,Raw,34.5,Open,85.4,84+,112.5,57.5,130.0,300.0,273.91,Poland,2018-03-17
Dariusz Wszoła,M,Raw,39.5,Open,58.6,59,207.5,145.0,190.0,542.5,466.96,Poland,2018-03-17
Sławomir Śledź,M,Raw,41.5,Open,58.8,59,180.0,130.0,202.5,512.5,439.88,Poland,2018-03-17
Mariusz Grotkowski,M,Raw,28.5,Open,65.7,66,200.0,145.0,232.5,577.5,454.02,Poland,2018-03-17
Dawid Natorski,M,Raw,22.5,Open,65.6,66,197.5,130.0,235.5,563.0,443.12,Poland,2018-03-17
Dominik Golak,M,Raw,35.5,Open,65.2,66,207.5,122.5,230.0,560.0,442.79,Poland,2018-03-17
Michał Łysoń,M,Raw,26.5,Open,65.2,66,175.0,120.0,205.0,500.0,395.34,Poland,2018-03-17
Kamil Iwasiów,M,Raw,33.5,Open,65.8,66,180.0,122.5,195.0,497.5,390.68,Poland,2018-03-17
Grzegorz Kępczyński,M,Raw,36.5,Open,65.8,66,170.0,112.5,202.5,485.0,380.87,Poland,2018-03-17
Kacper Suchecki,M,Raw,17.5,Open,65.7,66,176.0,97.5,207.5,481.0,378.15,Poland,2018-03-17
Łukasz Górecki,M,Raw,34.0,Open,65.0,66,160.0,102.5,200.0,462.5,366.54,Poland,2018-03-17
Piotr Jakimiuk,M,Raw,30.5,Open,73.8,74,240.0,155.0,267.5,662.5,480.26,Poland,2018-03-17
Dawid Król,M,Raw,17.5,Open,73.9,74,200.0,152.5,247.5,600.0,434.57,Poland,2018-03-17
Grzegorz Uziełło,M,Raw,42.5,Open,68.2,74,165.0,105.0,220.0,490.0,374.88,Poland,2018-03-17
Patryk Kubacki,M,Raw,20.5,Open,67.8,74,170.0,105.0,200.0,475.0,364.94,Poland,2018-03-17
Mikołaj Dąbrowski,M,Raw,19.5,Open,75.6,83,160.0,100.0,200.0,,,Poland,2018-03-17
Tomasz Gardyński,M,Raw,16.5,Open,70.0,74,130.0,75.0,160.0,,,Poland,2018-03-17
Krzysztof Faron,M,Raw,29.5,Open,74.0,74,,137.5,260.0,,,Poland,2018-03-17
Daniel Ilczyszyn,M,Raw,23.5,Open,81.0,83,250.0,162.5,270.0,682.5,467.21,Poland,2018-03-17
Szymon Grzegoszczyk,M,Raw,25.5,Open,81.6,83,215.0,152.5,245.0,612.5,417.51,Poland,2018-03-17
Arkadiusz Szymanik,M,Raw,27.5,Open,82.3,83,210.0,160.0,242.5,612.5,415.47,Poland,2018-03-17
Mateusz Piórkowski,M,Raw,26.0,Open,82.8,83,210.0,152.5,250.0,612.5,414.05,Poland,2018-03-17
Szymon Jonczak,M,Raw,30.5,Open,76.6,83,195.0,145.0,242.5,582.5,412.37,Poland,2018-03-17
Krzysztof Głębocki,M,Raw,28.5,Open,79.8,83,220.0,125.0,240.0,585.0,403.98,Poland,2018-03-17
Jan Duma,M,Raw,20.5,Open,81.4,83,210.0,120.0,250.0,580.0,395.91,Poland,2018-03-17
Amadeusz Dziemianko,M,Raw,24.5,Open,82.4,83,210.0,150.0,220.0,580.0,393.16,Poland,2018-03-17
Daniel Rynkiewicz,M,Raw,26.5,Open,79.7,83,175.0,145.0,215.0,535.0,369.73,Poland,2018-03-17
Michał Janoś,M,Raw,23.5,Open,74.6,83,175.0,115.0,220.0,510.0,367.14,Poland,2018-03-17
Tomasz Olejniczak,M,Raw,27.5,Open,81.9,83,175.0,120.0,210.0,505.0,343.51,Poland,2018-03-17
Mateusz Wawrzyniak,M,Raw,27.5,Open,75.2,83,150.0,120.0,185.0,455.0,325.87,Poland,2018-03-17
Maksymilian Góra,M,Raw,19.5,Open,80.5,83,,120.0,200.0,,,Poland,2018-03-17
Piotr Barzdo,M,Raw,19.5,Open,80.1,83,,117.5,220.0,,,Poland,2018-03-17
Sławomir Litkowiec,M,Raw,31.5,Open,82.0,83,227.5,,,,,Poland,2018-03-17
Jacek Spychała,M,Raw,39.5,Open,81.8,83,270.0,172.5,,,,Poland,2018-03-17
Mariusz Krzyszczak,M,Raw,25.5,Open,91.5,93,260.0,175.0,290.0,725.0,464.94,Poland,2018-03-17
Mateusz Czechyra,M,Raw,24.5,Open,91.2,93,260.0,180.0,270.0,710.0,456.06,Poland,2018-03-17
Maciej Sochacki,M,Raw,32.5,Open,92.1,93,252.5,192.5,265.0,710.0,453.87,Poland,2018-03-17
Michał Kempys,M,Raw,29.5,Open,92.8,93,242.5,175.0,290.0,707.5,450.61,Poland,2018-03-17
Marcin Kosut,M,Raw,29.5,Open,92.0,93,267.5,165.0,265.0,697.5,446.12,Poland,2018-03-17
Łukasz Matwin,M,Raw,35.5,Open,84.8,93,235.0,150.0,305.0,690.0,460.31,Poland,2018-03-17
Dariusz Konopelski,M,Raw,25.5,Open,90.0,93,275.0,152.5,252.5,680.0,439.69,Poland,2018-03-17
Tomasz Rumiński,M,Raw,30.5,Open,92.1,93,245.0,155.0,275.0,675.0,431.5,Poland,2018-03-17
Patryk Zaniewski,M,Raw,19.5,Open,92.9,93,230.0,170.0,270.0,670.0,426.51,Poland,2018-03-17
Paweł Przybyłowicz,M,Raw,27.5,Open,92.5,93,225.0,180.0,245.0,650.0,414.64,Poland,2018-03-17
Patryk Romanowicz,M,Raw,19.5,Open,89.4,93,235.0,132.5,265.0,632.5,410.36,Poland,2018-03-17
Daniel Augustyniak,M,Raw,24.5,Open,92.6,93,230.0,147.5,240.0,617.5,393.7,Poland,2018-03-17
Patryk Zagórski,M,Raw,23.5,Open,90.6,93,227.5,140.0,240.0,607.5,391.5,Poland,2018-03-17
Witold Chłus,M,Raw,25.5,Open,88.9,93,220.0,140.0,240.0,600.0,390.39,Poland,2018-03-17
Oskar Bar,M,Raw,23.0,Open,84.6,93,220.0,120.0,240.0,580.0,387.42,Poland,2018-03-17
Mateusz Ząbczyk,M,Raw,23.5,Open,87.7,93,180.0,130.0,250.0,560.0,366.93,Poland,2018-03-17
Adrian Szyrwiel,M,Raw,34.5,Open,86.2,93,180.0,140.0,215.0,535.0,353.76,Poland,2018-03-17
Wojciech Kotecki,M,Raw,28.5,Open,88.4,93,167.5,120.0,205.0,492.5,321.38,Poland,2018-03-17
Marcin Budek,M,Raw,23.5,Open,92.1,93,220.0,,,,,Poland,2018-03-17
Krzysztof Wierzbicki,M,Raw,27.0,Open,99.7,105,295.0,195.0,355.0,845.0,520.79,Poland,2018-03-17
Adrian Świerczyński,M,Raw,21.5,Open,102.3,105,255.0,190.0,310.0,755.0,460.24,Poland,2018-03-17
Marcin Bogacki,M,Raw,23.5,Open,102.0,105,270.0,182.5,285.0,737.5,450.12,Poland,2018-03-17
Dawid Krasnopolski,M,Raw,35.5,Open,103.0,105,262.5,162.5,292.5,717.5,436.14,Poland,2018-03-17
Szczepan Zimmermann,M,Raw,27.5,Open,93.2,105,255.0,155.0,277.5,687.5,436.97,Poland,2018-03-17
Sebastian Grzywa,M,Raw,32.5,Open,97.2,105,240.0,160.0,265.0,665.0,414.49,Poland,2018-03-17
Krzysztof Kluczny,M,Raw,25.5,Open,103.9,105,230.0,155.0,277.5,662.5,401.26,Poland,2018-03-17
Przemysław Kłopotowski,M,Raw,21.5,Open,93.8,105,225.0,150.0,250.0,625.0,396.03,Poland,2018-03-17
Grzegorz Dymarski,M,Raw,24.5,Open,100.1,105,210.0,132.5,240.0,582.5,358.38,Poland,2018-03-17
Konrad Litwiński,M,Raw,17.5,Open,98.1,105,220.0,127.5,230.0,577.5,358.47,Poland,2018-03-17
Andrzej Ratajczyk,M,Raw,64.5,Open,103.6,105,210.0,135.0,220.0,565.0,342.62,Poland,2018-03-17
Tobiasz Gajak,M,Raw,31.5,Open,101.7,105,205.0,125.0,230.0,560.0,342.21,Poland,2018-03-17
Michał Mokwiński,M,Raw,25.5,Open,103.5,105,190.0,152.5,215.0,557.5,338.2,Poland,2018-03-17
Marcin Szafraniec,M,Raw,28.5,Open,102.9,105,210.0,105.0,190.0,505.0,307.09,Poland,2018-03-17
Jakub Kała,M,Raw,21.5,Open,105.4,120,220.0,140.0,250.0,,,Poland,2018-03-17
Krystian Klich,M,Raw,39.5,Open,107.8,120,180.0,160.0,215.0,,,Poland,2018-03-17
Piotr Majchrzak,M,Raw,31.5,Open,100.8,105,142.5,117.5,190.0,,,Poland,2018-03-17
Piotr Sadowski #1,M,Raw,24.5,Open,119.8,120,340.0,215.0,340.0,895.0,514.29,Poland,2018-03-17
Mateusz Grzesik,M,Raw,28.5,Open,117.3,120,305.0,205.0,340.0,850.0,491.93,Poland,2018-03-17
Łukasz Nizio,M,Raw,25.5,Open,115.4,120,285.0,195.0,295.0,775.0,451.08,Poland,2018-03-17
Robert Pleskacz,M,Raw,23.5,Open,110.9,120,260.0,170.0,300.0,730.0,431.04,Poland,2018-03-17
Jacek Juszczyk,M,Raw,23.5,Open,111.2,120,245.0,160.0,260.0,665.0,392.26,Poland,2018-03-17
Marek Micewicz,M,Raw,23.5,Open,116.5,120,250.0,175.0,245.0,670.0,388.67,Poland,2018-03-17
Arkadiusz Bembenek,M,Raw,45.5,Open,114.0,120,205.0,145.0,240.0,590.0,344.89,Poland,2018-03-17
Przemysław Tomica,M,Raw,30.5,Open,122.0,120+,282.5,190.0,300.0,772.5,441.24,Poland,2018-03-17
Władysław Zhuk,M,Raw,25.5,Open,120.1,120+,275.0,190.0,285.0,750.0,430.61,Poland,2018-03-17
Sebastian Sobiech,M,Raw,37.5,Open,120.1,120+,275.0,180.0,280.0,735.0,422.0,Poland,2018-03-17
Rafał Lipka,M,Raw,42.5,Open,122.0,120+,255.0,167.5,262.5,685.0,391.26,Poland,2018-03-17
Arkadiusz Szymoniak,M,Raw,24.5,Open,122.7,120+,240.0,160.0,270.0,670.0,381.99,Poland,2018-03-17
Paulina Szymanel,F,Raw,23.5,Open,48.1,52,95.0,75.0,130.0,300.0,386.55,Poland,2019-05-03
Alicja Lipka,F,Raw,20.5,Open,51.4,52,110.0,52.5,122.5,285.0,350.21,,2019-05-03
Natalia Jurczak,F,Raw,21.5,Open,46.0,52,97.5,50.0,105.0,252.5,336.25,Poland,2019-05-03
Justyna Zawada,F,Raw,,Open,48.5,52,100.0,45.0,105.0,250.0,320.19,,2019-05-03
Aleksandra Banasiak,F,Raw,19.5,Open,51.1,52,85.0,52.5,110.0,247.5,305.38,,2019-05-03
Viktoriia Voloshchenko,F,Raw,18.5,Open,50.4,52,85.0,45.0,110.0,240.0,299.02,Ukraine,2019-05-03
Natalia Wencel,F,Raw,21.5,Open,51.3,52,95.0,52.5,87.5,235.0,289.16,,2019-05-03
Zuzanna Marczak,F,Raw,,Open,50.6,52,87.5,47.5,92.5,227.5,282.66,,2019-05-03
Dominikia Chuda,F,Raw,,Open,51.4,52,75.0,45.0,95.0,215.0,264.19,,2019-05-03
Julia Perek,F,Raw,,Open,50.5,52,65.0,42.5,85.0,192.5,239.51,,2019-05-03
Sylwia Chruszcz,F,Raw,,Open,49.6,52,67.5,32.5,90.0,190.0,239.44,,2019-05-03
Sylwia Piwowarczyk,F,Raw,,Open,50.7,52,55.0,42.5,90.0,187.5,232.63,,2019-05-03
Alicja Zaremba,F,Raw,,Open,49.2,52,40.0,25.0,55.0,120.0,152.11,,2019-05-03
Karolina Nowok,F,Raw,22.5,Open,54.4,57,115.0,50.0,120.0,285.0,336.81,Poland,2019-05-03
Natalia Symela,F,Raw,,Open,45.2,52,,,,,,,2019-05-03
Monika Lisak,F,Raw,,Open,51.4,52,,30.0,80.0,,,,2019-05-03
Joanna Czekurłan,F,Raw,25.5,Open,55.9,57,121.0,82.5,127.5,331.0,384.12,,2019-05-03
Inga Dynowska,F,Raw,22.5,Open,56.4,57,115.0,60.0,148.0,323.0,372.64,Poland,2019-05-03
Iga Dąbek,F,Raw,23.5,Open,55.7,57,122.5,62.5,130.0,315.0,366.43,,2019-05-03
Alicja Szymkowiak,F,Raw,,Open,57.0,57,117.5,55.0,130.0,302.5,346.57,,2019-05-03
Alicja Kowal,F,Raw,20.5,Open,55.2,57,105.0,65.0,130.0,300.0,351.08,,2019-05-03
Marta Jagielska,F,Raw,,Open,56.5,57,100.0,57.5,127.5,285.0,328.42,,2019-05-03
Anna Fistek,F,Raw,21.5,Open,54.3,57,105.0,52.5,125.0,282.5,334.27,,2019-05-03
Beata Błaszczyk,F,Raw,,Open,53.8,57,100.0,37.5,125.0,262.5,312.56,,2019-05-03
Sandra Wojtasik,F,Raw,,Open,56.7,57,80.0,55.0,125.0,260.0,298.91,,2019-05-03
Klaudia Wróbel,F,Raw,,Open,56.5,57,100.0,40.0,115.0,255.0,293.85,,2019-05-03
Gabriela Pietraszek,F,Raw,,Open,54.5,57,100.0,50.0,102.5,252.5,298.04,,2019-05-03
Wiktoria Kaiser,F,Raw,,Open,53.3,57,97.5,57.5,95.0,250.0,299.58,,2019-05-03
Zuzanna Sobolewska,F,Raw,22.5,Open,56.8,57,90.0,50.0,110.0,250.0,287.08,,2019-05-03
Aleksandra Kantypowicz,F,Raw,,Open,55.9,57,100.0,40.0,100.0,240.0,278.52,Poland,2019-05-03
Gabriela Jurecka,F,Raw,,Open,56.8,57,85.0,47.5,105.0,237.5,272.73,,2019-05-03
Weronika Kawa,F,Raw,,Open,57.0,57,85.0,37.5,115.0,237.5,272.1,,2019-05-03
Justyna Legumina,F,Raw,,Open,56.2,57,70.0,50.0,110.0,230.0,265.97,,2019-05-03
Anna Elsner,F,Raw,,Open,56.8,57,77.5,42.5,110.0,230.0,264.12,,2019-05-03
Klaudia Woźniak,F,Raw,,Open,55.1,57,65.0,45.0,115.0,225.0,263.63,,2019-05-03
Anna Szwędrys,F,Raw,,Open,55.8,57,87.5,47.5,90.0,225.0,261.42,,2019-05-03
Sylwia Gadomska,F,Raw,20.5,Open,56.6,57,80.0,45.0,100.0,225.0,258.97,,2019-05-03
Justyna Rychły,F,Raw,,Open,56.6,57,80.0,45.0,100.0,225.0,258.97,,2019-05-03
Agnieszka Kuczmaszewska,F,Raw,,Open,52.2,57,82.5,40.0,90.0,212.5,258.33,,2019-05-03
Karolina Boruszka,F,Raw,,Open,55.9,57,70.0,45.0,95.0,210.0,243.7,,2019-05-03
Aleksandra Skowron,F,Raw,,Open,55.5,57,75.0,45.0,85.0,205.0,239.04,,2019-05-03
Agata Górna,F,Raw,,Open,55.6,57,70.0,40.0,90.0,200.0,232.93,,2019-05-03
Joanna Zagrodnik,F,Raw,,Open,56.1,57,60.0,35.0,90.0,185.0,214.18,,2019-05-03
Oliwia Kołodziejczyk,F,Raw,,Open,57.0,57,67.5,32.5,80.0,180.0,206.23,,2019-05-03
Nadia Płońska,F,Raw,,Open,55.9,57,60.0,25.0,80.0,165.0,191.48,,2019-05-03
Ada Urbanska,F,Raw,,Open,55.9,57,,40.0,100.0,,,,2019-05-03
Kamila Kuźnicka,F,Raw,23.5,Open,57.0,57,105.0,,115.0,,,Poland,2019-05-03
Anna Kaźmierowska,F,Raw,22.5,Open,57.0,57,,47.5,132.5,,,,2019-05-03
Marika Zandecka,F,Raw,23.5,Open,62.2,63,146.0,77.0,172.0,395.0,428.16,Poland,2019-05-03
Justyna Turek,F,Raw,24.5,Open,62.3,63,125.0,67.5,170.0,362.5,392.55,,2019-05-03
Agata Przybylska,F,Raw,21.5,Open,59.5,63,127.5,65.0,150.0,342.5,381.69,Poland,2019-05-03
Martyna Roczkalska,F,Raw,21.5,Open,62.3,63,125.0,62.5,145.0,332.5,360.06,,2019-05-03
Kinga Wójtowicz,F,Raw,,Open,61.0,63,100.0,65.0,156.0,321.0,352.17,,2019-05-03
Michalina Walkowiak,F,Raw,,Open,62.1,63,115.0,65.0,130.0,310.0,336.36,,2019-05-03
Małgorzata Halemska,F,Raw,19.5,Open,62.2,63,105.0,50.0,147.5,302.5,327.9,Poland,2019-05-03
Natalia Hupało,F,Raw,23.5,Open,61.3,63,107.5,70.0,120.0,297.5,325.4,,2019-05-03
Joanna Lenart,F,Raw,,Open,62.1,63,112.5,52.5,125.0,290.0,314.66,,2019-05-03
Katarzyna Walczak,F,Raw,21.5,Open,61.8,63,102.5,47.5,137.5,287.5,312.88,,2019-05-03
Natalia Zięba,F,Raw,,Open,60.9,63,97.5,60.0,127.5,285.0,313.0,,2019-05-03
Aleksandra Sobiech,F,Raw,,Open,62.4,63,95.0,60.0,120.0,275.0,297.5,,2019-05-03
Ewelina Czop,F,Raw,,Open,60.9,63,110.0,42.5,117.5,270.0,296.52,,2019-05-03
Michalina Leśniewska,F,Raw,,Open,61.5,63,92.5,52.5,125.0,270.0,294.72,,2019-05-03
Paulina Krupa,F,Raw,,Open,60.6,63,95.0,52.5,120.0,267.5,294.69,,2019-05-03
Martyna Kielin,F,Raw,,Open,62.2,63,80.0,47.5,132.5,260.0,281.83,,2019-05-03
Julia Brejwo,F,Raw,,Open,62.0,63,90.0,52.5,112.5,255.0,276.96,,2019-05-03
Angelika Gronowska,F,Raw,,Open,62.3,63,85.0,50.0,120.0,255.0,276.14,,2019-05-03
Martyna Zyśk,F,Raw,,Open,61.5,63,92.5,42.5,115.0,250.0,272.89,,2019-05-03
Daria Trepczyk,F,Raw,21.0,Open,61.9,63,95.0,45.0,110.0,250.0,271.8,,2019-05-03
Gabriela Szymańska,F,Raw,,Open,60.2,63,80.0,50.0,110.0,240.0,265.49,,2019-05-03
Aleksandra Bańbor,F,Raw,,Open,61.7,63,87.5,57.5,95.0,240.0,261.45,,2019-05-03
Sandra Kieszkowska,F,Raw,,Open,62.9,63,87.5,42.5,110.0,240.0,258.37,,2019-05-03
Patrycja Polewaczyk,F,Raw,,Open,62.9,63,85.0,42.5,97.5,225.0,242.23,,2019-05-03
Julia Przybysz,F,Raw,,Open,61.6,63,75.0,40.0,100.0,215.0,234.45,,2019-05-03
Karolina Buras,F,Raw,,Open,60.6,63,70.0,42.5,95.0,207.5,228.59,,2019-05-03
Agata Kucharzewska,F,Raw,,Open,61.7,63,80.0,37.5,90.0,207.5,226.04,,2019-05-03
Dominika Sobczak,F,Raw,,Open,59.2,63,70.0,40.0,95.0,205.0,229.19,,2019-05-03
Marta Piotrowska,F,Raw,,Open,62.2,63,65.0,40.0,80.0,185.0,200.53,,2019-05-03
Kamila Matuszak,F,Raw,,Open,59.4,63,67.5,32.5,80.0,180.0,200.81,,2019-05-03
Maria Tułecka,F,Raw,,Open,59.6,63,60.0,32.5,77.5,170.0,189.25,,2019-05-03
Magdalena Kwiatek,F,Raw,21.5,Open,60.7,63,,72.5,117.5,,,Poland,2019-05-03
Klaudia Łącz,F,Raw,23.0,Open,61.4,63,,67.5,,,,Poland,2019-05-03
Snizhana Derkach,F,Raw,,Open,64.0,72,65.0,40.0,95.0,200.0,213.06,,2019-05-03
Alicja Klińska,F,Raw,23.5,Open,68.7,72,125.0,67.5,167.5,360.0,367.93,,2019-05-03
Edyta Stark,F,Raw,27.5,Open,66.5,72,142.5,62.5,152.5,357.5,372.29,,2019-05-03
Julia Wilczyńska,F,Raw,,Open,70.3,72,125.0,70.0,145.0,340.0,343.01,,2019-05-03
Magdalena Ziętek,F,Raw,21.5,Open,68.9,72,132.5,55.0,135.0,322.5,329.06,Poland,2019-05-03
Aleksandra Milczarek,F,Raw,23.5,Open,68.8,72,127.5,50.0,140.0,317.5,324.22,Poland,2019-05-03
Izabela Janiak,F,Raw,21.0,Open,71.6,72,120.0,57.5,130.0,307.5,307.08,Poland,2019-05-03
Paulina Randzio,F,Raw,,Open,66.9,72,112.5,52.5,135.0,300.0,311.32,Poland,2019-05-03
Aleksandra Pachnicka,F,Raw,,Open,71.1,72,110.0,55.0,130.0,295.0,295.74,,2019-05-03
Joanna Oćwieja,F,Raw,,Open,68.0,72,107.5,47.5,137.5,292.5,300.7,,2019-05-03
Aleksandra Iwanek,F,Raw,,Open,65.7,72,100.0,55.0,135.0,290.0,304.15,,2019-05-03
Dorota Gędoś,F,Raw,,Open,67.4,72,105.0,60.0,125.0,290.0,299.65,,2019-05-03
Hanna Gałuszka,F,Raw,,Open,66.0,72,105.0,45.0,135.0,285.0,298.11,,2019-05-03
Emilia Rechul,F,Raw,,Open,67.5,72,105.0,55.0,125.0,285.0,294.23,,2019-05-03
Magdalena Bryk,F,Raw,,Open,68.7,72,92.5,52.5,140.0,285.0,291.28,,2019-05-03
Anita Słomska,F,Raw,21.5,Open,69.5,72,105.0,57.5,120.0,282.5,286.83,Poland,2019-05-03
Joanna Wierzbicka,F,Raw,,Open,68.3,72,95.0,50.0,135.0,280.0,287.12,,2019-05-03
Żaneta Mielczarek,F,Raw,,Open,68.5,72,105.0,50.0,125.0,280.0,286.64,,2019-05-03
Katarzyna Szymańska,F,Raw,,Open,71.5,72,97.5,60.0,122.5,280.0,279.84,,2019-05-03
Kamila Ponikiewska,F,Raw,,Open,67.3,72,105.0,52.5,120.0,277.5,286.98,,2019-05-03
Wiktoria Białacka,F,Raw,20.5,Open,68.1,72,90.0,52.5,125.0,267.5,274.76,Poland,2019-05-03
Nina Stawska,F,Raw,21.5,Open,67.4,72,90.0,50.0,120.0,260.0,268.65,,2019-05-03
Nikola Kuduk,F,Raw,,Open,69.2,72,90.0,37.5,130.0,257.5,262.09,,2019-05-03
Sylwia Manterys,F,Raw,,Open,63.5,72,90.0,60.0,92.5,242.5,259.56,,2019-05-03
Magdalena Gomułkiewicz,F,Raw,,Open,68.5,72,95.0,42.5,100.0,237.5,243.13,,2019-05-03
Anna Syp,F,Raw,,Open,69.3,72,80.0,47.5,105.0,232.5,236.45,,2019-05-03
Katarzyna Głódkowska,F,Raw,,Open,66.3,72,80.0,40.0,107.5,227.5,237.33,,2019-05-03
Martyna Kowalke,F,Raw,,Open,67.7,72,80.0,40.0,90.0,210.0,216.43,,2019-05-03
Klaudia Lewandowska,F,Raw,,Open,66.4,72,70.0,42.5,95.0,207.5,216.28,,2019-05-03
Kinga Kuryło,F,Raw,,Open,67.6,72,85.0,57.5,,,,,2019-05-03
Agnieszka Nałęcz,F,Raw,,Open,73.3,84,80.0,50.0,102.5,232.5,229.24,,2019-05-03
Abigail McLean,F,Raw,20.5,Open,78.7,84,145.0,82.5,190.0,417.5,396.64,,2019-05-03
Kamila Kasperska,F,Raw,26.5,Open,73.1,84,155.0,77.5,165.0,397.5,392.5,Poland,2019-05-03
Anna Niemczyk,F,Raw,22.5,Open,81.2,84,157.5,62.5,167.5,387.5,362.44,Poland,2019-05-03
Daria Ławniczak,F,Raw,23.5,Open,78.9,84,120.0,95.0,147.5,362.5,343.94,Poland,2019-05-03
Małgorzata Mazur,F,Raw,23.5,Open,82.7,84,130.0,90.0,140.0,360.0,333.74,Poland,2019-05-03
Joanna Sałek,F,Raw,,Open,78.1,84,100.0,62.5,162.5,325.0,309.96,,2019-05-03
Julita Kalita,F,Raw,,Open,76.8,84,110.0,60.0,135.0,305.0,293.4,,2019-05-03
Gabriela Piątek,F,Raw,,Open,81.9,84,90.0,65.0,135.0,290.0,270.11,,2019-05-03
Martyna Ponikiewska,F,Raw,,Open,78.4,84,105.0,52.5,130.0,287.5,273.66,,2019-05-03
Agata Sałamacha,F,Raw,,Open,82.5,84,105.0,50.0,115.0,270.0,250.6,,2019-05-03
Anastasiia Zakernychna,F,Raw,,Open,82.0,84,92.5,40.0,125.0,257.5,239.7,,2019-05-03
Anna Wilmanowicz,F,Raw,,Open,76.0,84,90.0,42.5,110.0,242.5,234.55,,2019-05-03
Jadwiga Gieniusz,F,Raw,19.5,Open,78.8,84,65.0,47.5,90.0,202.5,192.26,Poland,2019-05-03
Paulina Kozioł,F,Raw,,Open,82.4,84,62.5,42.5,80.0,185.0,171.8,,2019-05-03
Agnieszka Korycka,F,Raw,30.5,Open,89.5,84+,155.0,65.0,180.5,400.5,357.94,Poland,2019-05-03
Agata Kaliciak,F,Raw,21.5,Open,87.8,84+,135.0,70.0,165.0,370.0,333.54,Poland,2019-05-03
Marlena Wronka,F,Raw,22.5,Open,112.2,84+,147.5,72.5,150.0,370.0,303.0,Poland,2019-05-03
Patrycja Kulczycka,F,Raw,22.5,Open,88.2,84+,137.5,62.5,145.0,345.0,310.36,Poland,2019-05-03
Katarzyna Pietkiewicz,F,Raw,23.5,Open,84.1,84+,130.0,67.5,140.0,337.5,310.38,Poland,2019-05-03
Marta Domino,F,Raw,,Open,87.7,84+,127.5,57.5,135.0,320.0,288.61,,2019-05-03
Martyna Michalska,F,Raw,,Open,92.1,84+,105.0,40.0,120.0,265.0,233.89,,2019-05-03
Piotr Żmuda,M,Raw,,Open,58.67,59,135.0,92.5,150.0,377.5,324.61,,2019-05-03
Kamil Szymula,M,Raw,,Open,59.0,59,127.5,95.0,152.5,375.0,320.95,,2019-05-03
Patryk Żelazek,M,Raw,,Open,59.0,59,115.0,85.0,170.0,370.0,316.67,,2019-05-03
Marcin Krzesiński,M,Raw,19.5,Open,57.75,59,120.0,105.0,142.5,367.5,320.27,Poland,2019-05-03
Kamil Charkot,M,Raw,,Open,58.2,59,130.0,80.0,150.0,360.0,311.67,,2019-05-03
Cyprian Zdankiewicz,M,Raw,,Open,53.17,59,92.5,75.0,140.0,307.5,288.44,,2019-05-03
Michał Jasak,M,Raw,21.5,Open,66.0,66,182.5,127.5,231.5,541.5,424.28,Poland,2019-05-03
Dariusz Rafalski,M,Raw,,Open,65.8,66,167.5,117.5,202.5,487.5,382.83,,2019-05-03
Paweł Wyparło,M,Raw,21.5,Open,65.3,66,177.5,97.5,200.0,475.0,375.15,Poland,2019-05-03
Dominik Nowogórski,M,Raw,,Open,65.9,66,175.0,102.5,190.0,467.5,366.71,,2019-05-03
Szymon Radziszewski,M,Raw,21.5,Open,65.5,66,160.0,95.0,180.0,435.0,342.77,,2019-05-03
Mateusz Lorek,M,Raw,20.5,Open,65.4,66,147.5,82.5,185.0,415.0,327.38,Poland,2019-05-03
Krystian Moroz,M,Raw,,Open,64.4,66,140.0,87.5,170.0,397.5,317.25,,2019-05-03
Rafał Barczyk,M,Raw,,Open,66.0,66,120.0,110.0,140.0,370.0,289.91,,2019-05-03
Cezary Piskorski,M,Raw,,Open,65.7,66,120.0,85.0,130.0,335.0,263.37,,2019-05-03
Krystian Motyka,M,Raw,,Open,61.1,66,80.0,70.0,120.0,270.0,224.55,,2019-05-03
Sebastian Sądej,M,Raw,22.5,Open,73.6,74,220.0,150.0,240.0,610.0,442.99,Poland,2019-05-03
Kamil Linstedt,M,Raw,23.5,Open,71.4,74,231.0,125.0,237.5,593.5,439.8,Poland,2019-05-03
Grzegorz Bracha,M,Raw,,Open,73.3,74,205.0,140.0,232.5,577.5,420.51,,2019-05-03
Adrian Klatt,M,Raw,,Open,73.23,74,190.0,140.0,220.0,550.0,400.74,,2019-05-03
Konrad Barczykowski,M,Raw,24.5,Open,72.76,74,205.0,122.5,220.0,547.5,400.62,,2019-05-03
Mateusz Tobiasz,M,Raw,22.5,Open,73.5,74,185.0,150.0,205.0,540.0,392.5,,2019-05-03
Tomasz Balewicz,M,Raw,,Open,73.4,74,195.0,117.5,225.0,537.5,391.03,,2019-05-03
Mateusz Szajewski,M,Raw,,Open,73.9,74,185.0,117.5,235.0,537.5,389.3,,2019-05-03
Wojciech Rokowski,M,Raw,,Open,70.7,74,190.0,120.0,225.0,535.0,399.12,,2019-05-03
Krystian Niedźwiedź,M,Raw,21.5,Open,72.8,74,195.0,130.0,205.0,530.0,387.67,,2019-05-03
